"municipio";"low_cost";"rotulo";"mean(precio_gasoleo_a, na.rm = TRUE)";"mean(precio_gasolina_95_e5_premium, na.rm = TRUE)";"max(precio_gasoleo_a, na.rm = TRUE)";"max(precio_gasolina_95_e5_premium, na.rm = TRUE)";"min(precio_gasoleo_a, na.rm = TRUE)";"min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Pinseque";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Pinseque";TRUE;"LABOIL, S.L.";1.2995;NA;1.319;-Inf;1.28;Inf
"Pinseque";TRUE;"GASOLEOS MERCADAIZ";1.2995;NA;1.319;-Inf;1.28;Inf
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"CEPSA";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"GALP";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"CEPSA";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"REPSOL";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";FALSE;"GALP";1.41166666666667;1.582;1.429;1.585;1.369;1.579
"Pinto";TRUE;"BP NASSICA 365";1.3928;NA;1.429;-Inf;1.298;Inf
"Pinto";TRUE;"CEPSA LAS ARENAS 365";1.3928;NA;1.429;-Inf;1.298;Inf
"Pinto";TRUE;"BP PARQUE ÓPTIMA";1.3928;NA;1.429;-Inf;1.298;Inf
"Pinto";TRUE;"CEPSA A4 PINTO 365";1.3928;NA;1.429;-Inf;1.298;Inf
"Pinto";TRUE;"E.LECLERC";1.3928;NA;1.429;-Inf;1.298;Inf
"Píñar";TRUE;"SANTA MONICA";1.254;NA;1.254;-Inf;1.254;Inf
"Piñor";FALSE;"CEPSA";1.409;NA;1.409;-Inf;1.409;Inf
"Piornal";TRUE;"COOP. SAN JOSE";1.292;NA;1.292;-Inf;1.292;Inf
"Pioz";FALSE;"REPSOL";1.375;NA;1.375;-Inf;1.375;Inf
"Pizarra";TRUE;"AGLA";1.36266666666667;NA;1.419;-Inf;1.334;Inf
"Pizarra";TRUE;"BP PIZARRA";1.36266666666667;NA;1.419;-Inf;1.334;Inf
"Pizarra";TRUE;"EXPRESS";1.36266666666667;NA;1.419;-Inf;1.334;Inf
"Pla de Santa Maria (El)";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Planes d'Hostoles (Les)";TRUE;"Q8";1.379;NA;1.379;-Inf;1.379;Inf
"Plans de Sió (Els)";TRUE;"BONAREA";1.189;NA;1.189;-Inf;1.189;Inf
"Plasencia";FALSE;"SHELL";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";FALSE;"REPSOL";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";FALSE;"REPSOL";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";FALSE;"REPSOL";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";FALSE;"REPSOL";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";FALSE;"CEPSA";1.394;NA;1.429;-Inf;1.319;Inf
"Plasencia";TRUE;"SETTRAN";1.387;NA;1.399;-Inf;1.365;Inf
"Plasencia";TRUE;"BP E.S. LAS CIGÜEÑAS";1.387;NA;1.399;-Inf;1.365;Inf
"Plasencia";TRUE;"CARREFOUR";1.387;NA;1.399;-Inf;1.365;Inf
"Plentzia";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Pliego";TRUE;"SUMINISTROS PLIEGO S.L";1.223;NA;1.223;-Inf;1.223;Inf
"Pliego";TRUE;"LA VEGA DE PLIEGO";1.223;NA;1.223;-Inf;1.223;Inf
"Pobla (Sa)";FALSE;"CEPSA";1.447;1.634;1.449;1.634;1.445;1.634
"Pobla (Sa)";FALSE;"BP";1.447;1.634;1.449;1.634;1.445;1.634
"Pobla (Sa)";TRUE;"EROSKI";1.354;NA;1.354;-Inf;1.354;Inf
"Pobla de Claramunt (La)";FALSE;"CAMPSA";1.389;NA;1.389;-Inf;1.389;Inf
"Pobla de Farnals (la)";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Pobla de Farnals (la)";TRUE;"Q8";1.339;NA;1.339;-Inf;1.339;Inf
"Pobla de Lillet (La)";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Pobla de Mafumet (La)";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Pobla de Massaluca (La)";TRUE;"CATERRA";1.35;NA;1.35;-Inf;1.35;Inf
"Pobla de Segur (La)";FALSE;"CEPSA";1.369;NA;1.369;-Inf;1.369;Inf
"Pobla de Vallbona (la)";FALSE;"REPSOL";1.379;1.578;1.379;1.578;1.379;1.578
"Pobla de Vallbona (la)";FALSE;"CEPSA";1.379;1.578;1.379;1.578;1.379;1.578
"Pobla de Vallbona (la)";TRUE;"S2";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"COOPERATIVA AGRICOLA LA POBLA S.C.V.";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"PETROPASS";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"LOW COST VALLBONA";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"RED OIL TEC";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"GASOLEOS LA ELIANA";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla de Vallbona (la)";TRUE;"GASOLEOS LA ELIANA";1.26014285714286;NA;1.279;-Inf;1.237;Inf
"Pobla del Duc (la)";FALSE;"CEPSA";1.365;NA;1.365;-Inf;1.365;Inf
"Pobla Llarga (la)";TRUE;"REPOSTA EXPRESS";1.254;NA;1.254;-Inf;1.254;Inf
"Pobla Tornesa (la)";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Pobo (El)";TRUE;"CEREALES TERUEL";NA;NA;-Inf;-Inf;Inf;Inf
"Pobra de Trives (A)";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Pobra do Brollón (A)";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Pobra do Caramiñal (A)";FALSE;"REPSOL";1.404;NA;1.409;-Inf;1.399;Inf
"Pobra do Caramiñal (A)";FALSE;"REPSOL";1.404;NA;1.409;-Inf;1.399;Inf
"Pobra do Caramiñal (A)";TRUE;"AVIA";1.409;NA;1.409;-Inf;1.409;Inf
"Poio";FALSE;"GALP";1.39533333333333;NA;1.429;-Inf;1.348;Inf
"Poio";FALSE;"CEPSA";1.39533333333333;NA;1.429;-Inf;1.348;Inf
"Poio";FALSE;"REPSOL";1.39533333333333;NA;1.429;-Inf;1.348;Inf
"Pol";FALSE;"CEPSA";1.439;NA;1.439;-Inf;1.439;Inf
"Pola de Gordón (La)";TRUE;"SERVIGORDON";1.429;NA;1.429;-Inf;1.429;Inf
"Polán";TRUE;"BERMUDEZ";1.2595;NA;1.279;-Inf;1.24;Inf
"Polán";TRUE;"AGROPECUARIA SANTO CRISTO,S.COOP. DE C-LM";1.2595;NA;1.279;-Inf;1.24;Inf
"Polanco";TRUE;"BP POLANCO";1.399;NA;1.399;-Inf;1.399;Inf
"Polinyà";TRUE;"ES ADENOR POLINYA";1.359;NA;1.359;-Inf;1.359;Inf
"Polinyà de Xúquer";FALSE;"GALP";1.378;NA;1.378;-Inf;1.378;Inf
"Pollença";FALSE;"REPSOL";1.4215;NA;1.439;-Inf;1.404;Inf
"Pollença";FALSE;"GALP";1.4215;NA;1.439;-Inf;1.404;Inf
"Pollença";TRUE;"BP PUERTO POLLENSA";1.36933333333333;NA;1.429;-Inf;1.309;Inf
"Pollença";TRUE;"JUST FUEL";1.36933333333333;NA;1.429;-Inf;1.309;Inf
"Pollença";TRUE;"COOPERATIVA PAGESA DE POLLENÇA";1.36933333333333;NA;1.429;-Inf;1.309;Inf
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"CEPSA";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"SHELL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"REPSOL";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"CEPSA";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";FALSE;"GALP";1.41918181818182;1.592;1.435;1.628;1.409;1.559
"Ponferrada";TRUE;"VALCARCE";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"PETROPRIX";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"GASOLEOS VILLAGER";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"ZEPXA ECO";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"VALCARCE";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"CARREFOUR";1.317;NA;1.409;-Inf;1.249;Inf
"Ponferrada";TRUE;"PLENOIL";1.317;NA;1.409;-Inf;1.249;Inf
"Pont de Molins";TRUE;"CALSINA CARRE";1.359;NA;1.359;-Inf;1.359;Inf
"Pont de Suert (El)";FALSE;"CEPSA";1.375;1.574;1.375;1.574;1.375;1.574
"Pont de Vilomara i Rocafort (El)";FALSE;"CEPSA";NA;NA;-Inf;-Inf;Inf;Inf
"Pont de Vilomara i Rocafort (El)";TRUE;"LOW COST FUEL";1.309;NA;1.309;-Inf;1.309;Inf
"Ponte Caldelas";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Ponte Caldelas";TRUE;"GALP ENERGIA";1.334;NA;1.349;-Inf;1.319;Inf
"Ponte Caldelas";TRUE;"JLLOWCOST";1.334;NA;1.349;-Inf;1.319;Inf
"Ponteareas";FALSE;"REPSOL";1.42566666666667;NA;1.439;-Inf;1.399;Inf
"Ponteareas";FALSE;"REPSOL";1.42566666666667;NA;1.439;-Inf;1.399;Inf
"Ponteareas";FALSE;"CEPSA";1.42566666666667;NA;1.439;-Inf;1.399;Inf
"Ponteareas";TRUE;"CARBUNOR";1.3885;NA;1.408;-Inf;1.369;Inf
"Ponteareas";TRUE;"LPB";1.3885;NA;1.408;-Inf;1.369;Inf
"Ponteceso";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Ponteceso";TRUE;"VALCARCE";1.389;NA;1.389;-Inf;1.389;Inf
"Ponteceso";TRUE;"E S A CAMPARA";1.389;NA;1.389;-Inf;1.389;Inf
"Pontecesures";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Pontecesures";TRUE;"A PALMEIRA";1.329;NA;1.329;-Inf;1.329;Inf
"Pontedeume";TRUE;"COMBUSTIBLES RIO EUME";1.26633333333333;NA;1.269;-Inf;1.265;Inf
"Pontedeume";TRUE;"CC OIL";1.26633333333333;NA;1.269;-Inf;1.265;Inf
"Pontedeume";TRUE;"CC OIL";1.26633333333333;NA;1.269;-Inf;1.265;Inf
"Pontenova (A)";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Pontes de García Rodríguez (As)";FALSE;"REPSOL";1.417;NA;1.419;-Inf;1.415;Inf
"Pontes de García Rodríguez (As)";FALSE;"REPSOL";1.417;NA;1.419;-Inf;1.415;Inf
"Pontes de García Rodríguez (As)";TRUE;"ESTACION DE SERVICIO PENA DE MALATE";1.315;NA;1.315;-Inf;1.315;Inf
"Pontes de García Rodríguez (As)";TRUE;"ORTEGAL OIL";1.315;NA;1.315;-Inf;1.315;Inf
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"CEPSA";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"CEPSA";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"REPSOL";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";FALSE;"CAMPSA";1.407;1.575;1.425;1.575;1.399;1.575
"Pontevedra";TRUE;"GVOIL";1.341;NA;1.399;-Inf;1.289;Inf
"Pontevedra";TRUE;"GVOIL";1.341;NA;1.399;-Inf;1.289;Inf
"Pontevedra";TRUE;"CARREFOUR";1.341;NA;1.399;-Inf;1.289;Inf
"Pontevedra";TRUE;"ERE AREA DE SERVICIO";1.341;NA;1.399;-Inf;1.289;Inf
"Pontevedra";TRUE;"HAFESA OIL AREA AS MARISMAS";1.341;NA;1.399;-Inf;1.289;Inf
"Ponts";TRUE;"ONDINA DEL SEGRE";1.2895;NA;1.389;-Inf;1.19;Inf
"Ponts";TRUE;"BONAREA";1.2895;NA;1.389;-Inf;1.19;Inf
"Porcuna";FALSE;"CEPSA";1.444;NA;1.449;-Inf;1.439;Inf
"Porcuna";FALSE;"REPSOL";1.444;NA;1.449;-Inf;1.439;Inf
"Porreres";FALSE;"BP";1.439;NA;1.439;-Inf;1.439;Inf
"Porriño (O)";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.389;Inf
"Porriño (O)";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.389;Inf
"Porriño (O)";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.389;Inf
"Porriño (O)";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.389;Inf
"Porriño (O)";TRUE;"PETROPRIX";1.302;NA;1.379;-Inf;1.265;Inf
"Porriño (O)";TRUE;"STAROIL";1.302;NA;1.379;-Inf;1.265;Inf
"Porriño (O)";TRUE;"PLENOIL";1.302;NA;1.379;-Inf;1.265;Inf
"Porriño (O)";TRUE;"EASYGAS PORRIÑO";1.302;NA;1.379;-Inf;1.265;Inf
"Port de la Selva (El)";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Portas";FALSE;"GALP";1.379;NA;1.379;-Inf;1.379;Inf
"Portas";FALSE;"GALP";1.379;NA;1.379;-Inf;1.379;Inf
"Portbou";FALSE;"CEPSA";1.387;NA;1.395;-Inf;1.379;Inf
"Portbou";FALSE;"CEPSA";1.387;NA;1.395;-Inf;1.379;Inf
"Portellada (La)";TRUE;"SERAGAS";1.2;NA;1.2;-Inf;1.2;Inf
"Portillo";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Portillo de Toledo";TRUE;"NTRA.SRA.PAZ  PORTILLO";1.299;NA;1.299;-Inf;1.299;Inf
"Porto do Son";FALSE;"CEPSA";1.409;NA;1.409;-Inf;1.409;Inf
"Portomarín";TRUE;"CAXIGO S COOP GALEGA";1.371;NA;1.371;-Inf;1.371;Inf
"Portugalete";FALSE;"CEPSA";1.429;1.609;1.429;1.609;1.429;1.609
"Portugalete";TRUE;"EROSKI";1.357;NA;1.357;-Inf;1.357;Inf
"Porzuna";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Porzuna";TRUE;"COOPERATIVA SAN PANTALEON";1.339;NA;1.339;-Inf;1.339;Inf
"Posadas";TRUE;"COVIDESA";1.319;NA;1.339;-Inf;1.279;Inf
"Posadas";TRUE;"E.S. Mª AUXILIADORA";1.319;NA;1.339;-Inf;1.279;Inf
"Posadas";TRUE;"EL CARMEN";1.319;NA;1.339;-Inf;1.279;Inf
"Poveda de la Sierra";TRUE;"AREA DE SERVICIOS ALTO TAJO";1.409;NA;1.409;-Inf;1.409;Inf
"Pozo-Lorente";TRUE;"SAT SANTA CRUZ DE POZO LORENTE";1.279;NA;1.279;-Inf;1.279;Inf
"Pozo Alcón";FALSE;"GALP";1.354;NA;1.359;-Inf;1.349;Inf
"Pozo Alcón";FALSE;"REPSOL";1.354;NA;1.359;-Inf;1.349;Inf
"Pozo Cañada";TRUE;"E.S. LEDAÑA";1.379;NA;1.379;-Inf;1.379;Inf
"Pozo de Guadalajara";FALSE;"REPSOL";1.385;NA;1.385;-Inf;1.385;Inf
"Pozoamargo";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Pozoblanco";FALSE;"REPSOL";1.412;1.539;1.425;1.539;1.399;1.539
"Pozoblanco";FALSE;"CEPSA";1.412;1.539;1.425;1.539;1.399;1.539
"Pozoblanco";TRUE;"COOPERATIVA OLIVARERA LOS PEDROCHES";1.272;NA;1.349;-Inf;1.16;Inf
"Pozoblanco";TRUE;"COTRAVALLE";1.272;NA;1.349;-Inf;1.16;Inf
"Pozoblanco";TRUE;"PETROVAP";1.272;NA;1.349;-Inf;1.16;Inf
"Pozoblanco";TRUE;"PRODENERGY";1.272;NA;1.349;-Inf;1.16;Inf
"Pozohondo";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Pozorrubielos de la Mancha";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Pozuelo";TRUE;"INLOCOR S.L.";1.369;NA;1.369;-Inf;1.369;Inf
"Pozuelo de Alarcón";FALSE;"REPSOL";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";FALSE;"REPSOL";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";FALSE;"GALP";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";FALSE;"BP";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";FALSE;"REPSOL";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";FALSE;"REPSOL";1.42866666666667;NA;1.449;-Inf;1.389;Inf
"Pozuelo de Alarcón";TRUE;"CARREFOUR";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Pozuelo de Alarcón";TRUE;"BP POZUELO";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Pozuelo de Alarcón";TRUE;"BP SOMOSAGUAS";1.42566666666667;NA;1.429;-Inf;1.419;Inf
"Pozuelo de Aragón";TRUE;"SANTA ANA";NA;NA;-Inf;-Inf;Inf;Inf
"Pozuelo de Calatrava";FALSE;"CEPSA";1.359;NA;1.359;-Inf;1.359;Inf
"Pozuelo de Zarzón";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Pradales";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Pradejón";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Pradejón";TRUE;"ESTACIONES ARNEDO";1.268;NA;1.268;-Inf;1.268;Inf
"Prádena";FALSE;"REPSOL";1.388;NA;1.388;-Inf;1.388;Inf
"Prades";TRUE;"PETRONOR";1.399;NA;1.399;-Inf;1.399;Inf
"Prado del Rey";FALSE;"BP";1.399;NA;1.399;-Inf;1.399;Inf
"Prat de Llobregat (El)";FALSE;"GALP";1.42233333333333;1.6445;1.429;1.665;1.419;1.624
"Prat de Llobregat (El)";FALSE;"CEPSA";1.42233333333333;1.6445;1.429;1.665;1.419;1.624
"Prat de Llobregat (El)";FALSE;"CEPSA";1.42233333333333;1.6445;1.429;1.665;1.419;1.624
"Prat de Llobregat (El)";TRUE;"BENZOIL";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"BALLENOIL";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"BP EL PRAT";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"BP LA RIERA";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"PETROCAT";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"Q8";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"CARREFOUR";1.371125;1.659;1.449;1.659;1.299;1.659
"Prat de Llobregat (El)";TRUE;"Q8";1.371125;1.659;1.449;1.659;1.299;1.659
"Prats de Lluçanès";TRUE;"ESTACIO SERVEI LLUÇANÈS";1.359;NA;1.359;-Inf;1.359;Inf
"Prats i Sansor";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Pravia";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Pravia";FALSE;"GALP";1.399;NA;1.399;-Inf;1.399;Inf
"Premià de Mar";TRUE;"GASUIR";1.369;NA;1.369;-Inf;1.369;Inf
"Preses (Les)";TRUE;"Q8";1.379;NA;1.379;-Inf;1.379;Inf
"Priego";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Priego de Córdoba";FALSE;"CEPSA";1.3545;1.563;1.385;1.563;1.299;1.563
"Priego de Córdoba";FALSE;"CEPSA";1.3545;1.563;1.385;1.563;1.299;1.563
"Priego de Córdoba";FALSE;"REPSOL";1.3545;1.563;1.385;1.563;1.299;1.563
"Priego de Córdoba";FALSE;"CEPSA";1.3545;1.563;1.385;1.563;1.299;1.563
"Priego de Córdoba";TRUE;"E.S. LA MILANA";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Priego de Córdoba";TRUE;"AGLA - E.S. BUENAVISTA";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Priego de Córdoba";TRUE;"PLENOIL";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Priego de Córdoba";TRUE;"S.C.A.OLIVARERA LA PURISIMA";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Priego de Córdoba";TRUE;"E.S. LOS LLANOS AGLA";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Priego de Córdoba";TRUE;"S.C.A.OLIVARERA LA PURISIMA";1.30816666666667;NA;1.365;-Inf;1.249;Inf
"Proaza";TRUE;"ESTACION DE SERVICIO VALLE DE TRUBIA S.L.";1.3;NA;1.3;-Inf;1.3;Inf
"Provencio (El)";FALSE;"CEPSA";1.447;NA;1.489;-Inf;1.405;Inf
"Provencio (El)";FALSE;"CEPSA";1.447;NA;1.489;-Inf;1.405;Inf
"Provencio (El)";TRUE;"BP MOYA - EL PROVENCIO";1.3155;NA;1.409;-Inf;1.222;Inf
"Provencio (El)";TRUE;"BODEGAS CAMPOS REALES";1.3155;NA;1.409;-Inf;1.222;Inf
"Pruna";FALSE;"CEPSA";1.353;NA;1.353;-Inf;1.353;Inf
"Pruna";TRUE;"SCA AGRARIA SAN ANTON";1.285;NA;1.285;-Inf;1.285;Inf
"Puçol";FALSE;"CEPSA";1.379;1.578;1.379;1.578;1.379;1.578
"Puçol";TRUE;"GEST";1.3588;NA;1.385;-Inf;1.335;Inf
"Puçol";TRUE;"PUZOL";1.3588;NA;1.385;-Inf;1.335;Inf
"Puçol";TRUE;"BURAN ENERGY";1.3588;NA;1.385;-Inf;1.335;Inf
"Puçol";TRUE;"PUÇOIL";1.3588;NA;1.385;-Inf;1.335;Inf
"Puçol";TRUE;"COPUZOL";1.3588;NA;1.385;-Inf;1.335;Inf
"Puebla de Alcocer";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Puebla de Alfindén (La)";FALSE;"REPSOL";1.399;1.589;1.409;1.589;1.379;1.589
"Puebla de Alfindén (La)";FALSE;"REPSOL";1.399;1.589;1.409;1.589;1.379;1.589
"Puebla de Alfindén (La)";FALSE;"REPSOL";1.399;1.589;1.409;1.589;1.379;1.589
"Puebla de Almenara";TRUE;"ASPERILLA S. COOP. C-LM";1.26;NA;1.26;-Inf;1.26;Inf
"Puebla de Almoradiel (La)";TRUE;"PETRONOR";1.309;1.548;1.408;1.548;1.21;1.548
"Puebla de Almoradiel (La)";TRUE;"COOP.NTRA.SRA.DEL EGIDO";1.309;1.548;1.408;1.548;1.21;1.548
"Puebla de Arganzón (La)";TRUE;"SAN FORMERIO S.COOP.";NA;NA;-Inf;-Inf;Inf;Inf
"Puebla de Cazalla (La)";FALSE;"CAMPSA";1.389;NA;1.389;-Inf;1.389;Inf
"Puebla de Cazalla (La)";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Puebla de Cazalla (La)";TRUE;"OLEAND, S.COOP.AND";1.294;NA;1.294;-Inf;1.294;Inf
"Puebla de Cazalla (La)";TRUE;"COOPERATIVA AGRARIA OLEAND S. COOP. AND.";1.294;NA;1.294;-Inf;1.294;Inf
"Puebla de Don Fadrique";FALSE;"REPSOL";1.359;NA;1.359;-Inf;1.359;Inf
"Puebla de Don Fadrique";FALSE;"REPSOL";1.359;NA;1.359;-Inf;1.359;Inf
"Puebla de Don Rodrigo";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Puebla de Don Rodrigo";TRUE;"MONTES NORTE ENERGETICOS, S.L.";1.289;NA;1.289;-Inf;1.289;Inf
"Puebla de Guzmán";TRUE;"E.S.NTRA.SRA.DE LA PEÑA";1.339;NA;1.339;-Inf;1.339;Inf
"Puebla de Híjar (La)";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Puebla de Híjar (La)";TRUE;"PETROTER";1.11;NA;1.11;-Inf;1.11;Inf
"Puebla de la Calzada";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Puebla de la Calzada";TRUE;"SDAD. COOP. VEGAS BAJAS";1.257;NA;1.257;-Inf;1.257;Inf
"Puebla de Lillo";TRUE;"CEDYC";1.435;NA;1.435;-Inf;1.435;Inf
"Puebla de los Infantes (La)";FALSE;"CEPSA";1.299;NA;1.299;-Inf;1.299;Inf
"Puebla de los Infantes (La)";TRUE;"AGLA";1.389;NA;1.389;-Inf;1.389;Inf
"Puebla de Montalbán (La)";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Puebla de Montalbán (La)";TRUE;"COOP.NTRA.SRA.SOLEDAD";1.3015;NA;1.337;-Inf;1.266;Inf
"Puebla de Montalbán (La)";TRUE;"FARRUCO S.A.";1.3015;NA;1.337;-Inf;1.266;Inf
"Puebla de Obando";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Puebla de Sancho Pérez";FALSE;"CEPSA";1.429;1.569;1.429;1.569;1.429;1.569
