"rotulo";"direccion";"localidad";"municipio";"id_provincia";"ideess"
"CARTAYFRES";"CARTAYA-TARIQUEJO km 1";"CARTAYA";"Cartaya";"21";10519
"BALLENOIL";"POLIGONO INDUSTRIAL LA ESTACION, 87";"CARTAYA";"Cartaya";"21";13473
"REPSOL";"CR A-49, 37";"CHUCENA";"Chucena";"21";6972
"REPSOL";"CARRETERA A-49 KM. 37";"CHUCENA";"Chucena";"21";6973
"HIGUEROIL";"POLIGONO PUERTA DEL PARQUE NATURAL, 1";"HIGUERA DE LA SIERRA";"Higuera de la Sierra";"21";12406
"GAS AUTO";"CALLE ISAAC ALBENIZ, 2";"HUELVA";"Huelva";"21";12654
"REPSOL";"BARRIADA MOLINO DE LA VEGA, 37";"HUELVA";"Huelva";"21";8252
"CEPSA";"CL AVDA. DE ANDALUCIA S.N.";"HUELVA";"Huelva";"21";5740
"CARREFOUR";"RONDA RONDA EXTERIOR ZONA SUR S/N, S/N";"HUELVA";"Huelva";"21";5591
"AVIA";"CARRETERA N431 KM. 63,1";"HUELVA";"Huelva";"21";8082
"SHELL";"CALLE DEL DOCTOR, SN";"HUELVA";"Huelva";"21";13204
"CH";"CALLE RUBEN DARIO, 3";"HUELVA";"Huelva";"21";11038
"SHELL";"CALLE JOSÉ ARRAYAS MORA, 10";"LEPE";"Lepe";"21";14408
"GACOSUR LEPE";"CALLE ESTIBADORES, 38";"LEPE";"Lepe";"21";13402
"VIBE CARBURANTES";"CALLE ESPARTEROS, 2";"LEPE";"Lepe";"21";13597
"E.S.MARINA SUR";"BARRIO PUERTO TERRON, S/N";"TERRON(EL)";"Lepe";"21";13657
"CUNA DE PLATERO";"CM/ MONTEMAYOR, S/Nº";"MOGUER";"Moguer";"21";10030
"CEPSA";"CARRETERA NACIONAL 433. SEVILLA A LISBOA.CRUCE JABUGO KM. 105";"NAVA (LA)";"Nava (La)";"21";6451
"CARREFOUR";"CARRETERA CRTRA LA PALMA A BOLLULLOS KM. 3,2";"PALMA DEL CONDADO (LA)";"Palma del Condado (La)";"21";10774
"BP OIL ESPAÑA";"CARRETERA VARIANTE MERCANCIAS PELIGROSAS KM. 12,5";"PALOS DE LA FRONTERA";"Palos de la Frontera";"21";5730
"BALLENOIL";"AVENIDA MAZAGON, 3";"PALOS DE LA FRONTERA";"Palos de la Frontera";"21";14844
"KUWAIT PETROLEUM";"AVENIDA ANDALUCÍA,";"PAYMOGO";"Paymogo";"21";6998
"VIRSUR";"POLIGONO HUERTAS NUEVAS PARCELA 3, 3";"ROCIANA DEL CONDADO";"Rociana del Condado";"21";14883
"GALP";"CARRETERA N 433 KM. 154,2";"ROSAL DE LA FRONTERA";"Rosal de la Frontera";"21";6740
"FRESAFLOR, S.C.A.";"AVENIDA LA LAGUNA, 0";"SAN BARTOLOME DE LA TORRE";"San Bartolomé de la Torre";"21";13797
"IDS";"CTRA. SEVILLA-HUELVA km 626";"SAN JUAN DEL PUERTO";"San Juan del Puerto";"21";5594
"Q8";"CARRETERA A-493 KM. 84,6";"SANTA BARBARA DE CASA";"Santa Bárbara de Casa";"21";11346
"GONDELCU";"AVENIDA MARINA ESPAÑOLA, S/N";"SANTA OLALLA DEL CALA";"Santa Olalla del Cala";"21";14853
"CEPSA";"AUTOVIA A-49 KM. 70,3";"TRIGUEROS";"Trigueros";"21";6743
"CEPSA";"AUTOVIA A-49 KM. 71,5";"TRIGUEROS";"Trigueros";"21";6744
"DEOIL";"N-435 km 198,9";"VALVERDE DEL CAMINO";"Valverde del Camino";"21";6454
"S.C.A ARROYO GRANDE";"CARRETERA AYAMONTE-ARACENA KM. 7";"VILLABLANCA";"Villablanca";"21";12891
"REPSOL";"CR A-1234, 28 (A-1234 km 28,9)";"ALBALATE DE CINCA";"Albalate de Cinca";"22";1322
"SECADERO SANTIAGO ALBERO BAJO";"CALLE BAJA SAN GREGORIO, S/N";"ALBERO BAJO";"Albero Bajo";"22";12042
"SCA DE ALCAMPELL";"CALLE MAYOR, S/N";"ALCAMPELL";"Alcampell";"22";8999
"SC SIERRA DE ALCUBIERRE";"CARRETERA A-129 KM. 41,150";"ALCUBIERRE";"Alcubierre";"22";11713
"VIRGEN DE LA CORONA";"AVENIDA COOP.SANTIAGO MAXIMO SAMPER, 0";"ALMUDEVAR";"Almudévar";"22";12014
"COOP. CAMPO S. ISIDRO";"CL. LA MELUSA, 8";"ALTORRICON";"Altorricón";"22";9314
"LABOIL, S.L.";"C/ JOAQUIN COSTA, 19 (A-132 km 28,5)";"AYERBE";"Ayerbe";"22";1261
"ALCAMPO";"CARRETERA N-240 KM. 160";"BARBASTRO";"Barbastro";"22";1270
"E.S.BELLAVISTA";"AVENIDA PIRINEOS, 69";"BARBASTRO";"Barbastro";"22";12398
"PREMIRA";"POLIGONO INDUSTRIAL RIBAGORDA UA8-H1, S/N";"BENABARRE";"Benabarre";"22";12241
"REPSOL";"CARRETERA A-138 KM. 84";"BIELSA";"Bielsa";"22";1305
"COOP. SAN MARCOS";"CALLE SAN MARCOS, 7";"BINACED";"Binaced";"22";8995
"CENTRO DE SERVICIOS AGRICOLAS, S.A.";"CAMPA SAN ESTEBAN, S/N";"BINACED";"Binaced";"22";11042
"BONAREA";"CARRETERA N-240 KM. 133";"BINEFAR";"Binéfar";"22";11387
"REPSOL";"CARRETERA N-240 KM. 131,7";"BINEFAR";"Binéfar";"22";1320
"GALP";"AUTOPISTA AP-2 (MRG.DCHO.) KM. 85,5";"CANDASNOS";"Candasnos";"22";1354
"GALP";"AUTOPISTA AP-2 (MRG.IZDO.) KM. 85,5";"CANDASNOS";"Candasnos";"22";1355
"MAZANA OIL";"CALLE EMPALME A, 5";"CAPELLA";"Capella";"22";12495
"CEPSA-E.S.JAIME I";"N-240 km 149,5";"CASTEJON DEL PUENTE";"Castejón del Puente";"22";1351
"COOP. SAN LORENZO";"CARRETERA BARBASTRO S/N KM. 12";"ESTADILLA";"Estadilla";"22";12390
"COOP.FONZ";"CARRETERA MONZON-FONZ km 13.600";"FONZ";"Fonz";"22";9685
"AREA DEL BAJO CINCA";"CARRETERA FRAGA A TORRENTE DE CINCA, POL.88 PARC. 22-25 KM. 41.508847, 0.327902";"FRAGA";"Fraga";"22";14971
"REPSOL";"CL AVENIDA DE ARAGON, 79 (N-2 km 436)";"FRAGA";"Fraga";"22";1338
"BONAREA";"POLIGONO SUB 7 BIS, ANTIGUA NII, S/N";"FRAGA";"Fraga";"22";11952
"GALP";"AUTOVIA N II KM. 422,4";"FRAGA";"Fraga";"22";1298
"REPSOL";"CR A-2, 441,4";"FRAGA";"Fraga";"22";1279
"EL GRADO ESTACION DE SERVICIO";"CARRETERA A,138 KM. 9,5";"GRADO (EL)";"Grado (El)";"22";10588
"SECADERO SANTIAGO";"C/ AFUERAS S/N";"GRAÑEN";"Grañén";"22";11056
"LABOIL, S.L.";"CL JOAQUIN COSTA  19";"GRAUS";"Graus";"22";1287
"HIPER-OIL";"CARRETERA A-139 KM. 5,6";"VENTAS DE SANTA LUCIA (LAS)";"Graus";"22";8086
"E.S. SAN NICOLAS";"CARRETERA A-1209 KM. 9,100";"GURREA DE GALLEGO";"Gurrea de Gállego";"22";9806
"REPSOL";"AUTOVIA A-23 KM. 333";"GURREA DE GALLEGO";"Gurrea de Gállego";"22";1348
"LABOIL";"POLIGONO RONDA INDUSTRIA (DE LA), 124";"HUESCA";"Huesca";"22";13438
"BONAREA";"CALLE BALLOBAR, 11";"HUESCA";"Huesca";"22";14081
"ALCAMPO";"CARRETERA ZARAGOZA KM. S/N";"HUESCA";"Huesca";"22";1269
"CARREFOUR";"CALLE DR. ARTERO, 31";"HUESCA";"Huesca";"22";11354
"REPSOL";"AVENIDA PAZ LA, 33";"HUESCA";"Huesca";"22";1314
"REPSOL";"AVENIDA MARTINEZ DE VELASCO, 53";"HUESCA";"Huesca";"22";1316
"EROSKI";"POLIGONO POLIGONO CAMPANCIAN,CALLE DE LA INDUSTRIA, S/N";"JACA";"Jaca";"22";1274
"AN ENERGÉTICOS - LANAJA";"ACCESO PARTIDA SASO BAJO, S/N";"LANAJA";"Lanaja";"22";9139
"ORANGUTAN";"AVENIDA DE FONZ, 8,10";"MONZON";"Monzón";"22";1245
"REPSOL";"CL AVENIDA LERIDA, 31 (N-240 km 143)";"MONZON";"Monzón";"22";1291
"BONAREA";"POLIGONO LAS PAULES,C/EUGENIO DE UZANDIZAGA, 38";"MONZON";"Monzón";"22";12057
"COOP.  LAS ONTINAS";"CARRETERA HU-861 KM. 2,550";"ONTIÑENA";"Ontiñena";"22";11395
"REPSOL-E.S.JAIME I";"CR A-1234, 22.25  I (A-1234 km 22,25)";"OSSO DE CINCA";"Osso de Cinca";"22";1277
"RUTA SABIÑANIGO 29";"CARRETERA BIESCAS KM. 29";"SABIÑANIGO";"Sabiñánigo";"22";13838
"CEPSA";"CARRETERA NACIONAL 330 KM. 616,700";"HOSTAL DE IPIES";"Sabiñánigo";"22";1309
"S.C.L.AGRICOLA DE BARBASTRO";"CARRETERA SARIÑENA KM. 110";"POMAR DE CINCA";"San Miguel del Cinca";"22";9292
"SANTALECINAGANADERA";"CALLE ZARAGOZA, 20";"SANTALECINA";"San Miguel del Cinca";"22";13907
"COMBUSTIBLES  MONEGROS, S.L.";"CARRETERA CARRETERA A 129 KM. 66,5";"SARIÑENA";"Sariñena";"22";8085
"COMBUSTIBLES LA LITERA";"AVENIDA LA PAZ S/N, S/N";"TAMARITE DE LITERA";"Tamarite de Litera";"22";9127
"COMBUSTIBLES MONEGROS S.L";"CARRETERA FRAGA-HUESCA KM. 37,8";"VILLANUEVA DE SIGENA";"Villanueva de Sigena";"22";9909
"BURAN ENERGY";"CALLE GENIL, 2";"ALCALA LA REAL";"Alcalá la Real";"23";14614
"SHELL";"CARRETERA NAC. 432; CRUCE CRTA. COMARCAL 335 KM. 0";"ALCALA LA REAL";"Alcalá la Real";"23";11932
"Q8";"CARRETERA DE JAEN KM. 8";"ALCALA LA REAL";"Alcalá la Real";"23";5552
"CEPSA";"CARRETERA INT A316 N432 KM. 103";"ALCAUDETE";"Alcaudete";"23";5747
"SIN IMAGEN";"POLIGONO INDUSTRIAL ESTACION, 0";"ANDUJAR";"Andújar";"23";10534
"MAXOIL";"CALLE ACEITUNERO, 58";"ANDUJAR";"Andújar";"23";13799
"Q8";"AVENIDA AVDA. BLAS INFANTE S/N,";"ANDUJAR";"Andújar";"23";5553
"CARREFOUR";"AVENIDA BLAS INFANTE, 14";"ANDUJAR";"Andújar";"23";6429
"EL BALCON DE ANDALUCIA";"AUTOVIA E-5/A-4 KM. 326";"ANDUJAR";"Andújar";"23";10425
"MAXOIL";"AVENIDA VILLARES, 7";"ANDUJAR";"Andújar";"23";13745
"AREAPARKING 24H - BDMED";"AUTOVIA ANDALUCIA (MADRID - CADIZ) KM. 323";"ANDUJAR";"Andújar";"23";9581
"E.S. EUROPA";"AVENIDA BLAS INFANTE, S/N, P.E. EUROPA, S/N";"ANDUJAR";"Andújar";"23";6531
"CEPSA";"AUTOVIA A-4 KM. 316,7";"ANDUJAR";"Andújar";"23";6770
"AREA DE SERVICIO EL DELFIN";"AVENIDA MADRID-CADIZ, 295";"BAILEN";"Bailén";"23";5095
"URBAN OIL";"CARRETERA ANTIGUA CARRETERA MADRID - CADIZ , KM - 84 KM. 84";"BAILEN";"Bailén";"23";14432
"CEPSA";"CARRERA NACIONAL IV KM 291, N";"BAILEN";"Bailén";"23";6783
"REPSOL";"CR N-323   A, 0";"BAILEN";"Bailén";"23";6751
"S.C.A. \"JESÚS DEL CAMINO\"";"CARRETERA DE LINARES KM. 0,500";"BAÑOS DE LA ENCINA";"Baños de la Encina";"23";10718
"GASOLIVA";"CALLE PEDRO PEREZ, 65";"BEGIJAR";"Begíjar";"23";11813
"REPSOL";"CL AUTOVIA BAILEN-MOTRIL I, 69,4";"CAMPILLO DE ARENAS";"Campillo de Arenas";"23";6876
"BDMED";"AUTOVIA ANDALUCIA N.IV KM. 275";"CARBONEROS";"Carboneros";"23";10568
"GASOLWIN";"CARRETERA MADRID-CADIZ, N-4 KM. 269,2";"CAROLINA (LA)";"Carolina (La)";"23";13961
"GALP";"AUTOVIA N-4 KM. 264,6";"CAROLINA (LA)";"Carolina (La)";"23";6758
"CEPSA";"AUTOVIA A-4 KM. 270";"CAROLINA (LA)";"Carolina (La)";"23";6780
"Q8 CASTELLAR";"CARRETERA A-312 KM. 53";"CASTELLAR";"Castellar";"23";13268
"SCA SAN ISIDRO";"AVENIDA VIRGEN DEL ROCIO SN,";"CASTILLO DE LOCUBIN";"Castillo de Locubín";"23";9088
"RUEDAOLIVA";"LUGAR PARAJE LA MELOJA,  (JUNTO PGNO.INDUSTRIAL EL CEREZO), S/N";"CASTILLO DE LOCUBIN";"Castillo de Locubín";"23";12663
"REPSOL";"CARRETERA N4 KM. 280,5";"GUARROMAN";"Guarromán";"23";6940
"REPSOL";"CR N-4, 280";"GUARROMAN";"Guarromán";"23";5723
"AVIA";"AUTOVIA A-4 MADRID- CADIZ   KM. 283 KM.";"GUARROMAN";"Guarromán";"23";6505
"JAIMAPARK";"CARRETERA E-5/A-4 KM. 283,5";"GUARROMAN";"Guarromán";"23";7028
"ANDAMUR \"GUARROMAN\"";"N-LV SALIDA 288, km 288";"GUARROMAN";"Guarromán";"23";6456
"VALCARCE";"CARRETERA N-IV KM. 280";"GUARROMAN";"Guarromán";"23";9009
"IDS";"POLIGONO GUADIEL, 139";"GUARROMAN";"Guarromán";"23";5596
"GASONTRUCK";"POLIGONO POLÍGONO INDUSTRIAL DEL GUADIEL, 288";"GUARROMAN";"Guarromán";"23";14875
"JAENCOOP";"CALLE MOLINOS, 18";"IZNATORAF";"Iznatoraf";"23";13211
"REPSOL";"CR N-323, 11,9";"JABALQUINTO";"Jabalquinto";"23";6969
"SHELL";"CARRETERA A-44 KM. 32";"JAEN";"Jaén";"23";11577
"CARREFOUR";"CARRETERA BAILEN A MOTRIL KM 37500 KM. 37500";"JAEN";"Jaén";"23";12931
"PLENOIL";"CAMINO LAS LAGUNILLAS, 1";"JAEN";"Jaén";"23";14945
"FAST FUEL";"RONDA MARROQUÍES, 2";"JAEN";"Jaén";"23";14783
"PETROPRIX";"CALLE ESPELUY, 2";"JAEN";"Jaén";"23";14541
"PETROPRIX";"CALLE CASTELLAR, S/N";"JAEN";"Jaén";"23";12548
"BP QUESADA";"CARRETERA MADRID S/N KM.";"JAEN";"Jaén";"23";6706
"PETROPRIX";"RONDA DE LOS OLIVARES, 107";"JAEN";"Jaén";"23";14941
"TAMOIL";"CARRETERA N-323 KM. 332,6";"JAEN";"Jaén";"23";7027
"ECONOIL";"RONDA DE MARROQUÍES, 8";"JAEN";"Jaén";"23";14624
"REPSOL";"CALLE CARRETERA DE CORDOBA, S/N";"JAEN";"Jaén";"23";5786
"E.S  LA RAYA COMBUSTIBLES";"CARRETERA JAMILENA KM. 1";"JAMILENA";"Jamilena";"23";6530
"CEPSA";"CARRETERA BAÑOS (A-6100) KM. S/N";"LINARES";"Linares";"23";6775
"ALCAMPO";"AVENIDA SAN CRISTOBAL, S/N (C.C ALCAMPO),";"LINARES";"Linares";"23";6532
"BP OIL ESPAÑA E.S.SAN GONZALO";"CARRETERA DE POZO ANCHO S/N";"LINARES";"Linares";"23";7023
".ES CARBURANTES";"AVENIDA SAN CRISTOBAL, SN";"LINARES";"Linares";"23";14658
"TAMOIL";"CARRETERA N-IV KM. 339";"MARMOLEJO";"Marmolejo";"23";7021
"BP OIL MARTOS";"CALLE BAILEN, 2,";"MARTOS";"Martos";"23";6463
"PETROPRIX";"CALLE LINARES, 11";"MARTOS";"Martos";"23";12792
"SHELL";"CALLE CAZORLA ESQUINA CAMINO ROMPESERONES, 11";"MARTOS";"Martos";"23";14669
"S. COOP. AND. VIRGEN DEL CARMEN";"CALLE BAENA, 28";"MONTE LOPE-ALVAREZ";"Martos";"23";13767
"ESTACIÓN DE SERVICIO ACEITES ALDEAHERMOSA";"CARRETERA CASTELLAR-ALDEAHERMOSA KM. 0,5";"ALDEAHERMOSA";"Montizón";"23";14639
"CEPSA";"AVENIDA DE ANDALUCIA, S/N";"PUERTA DE SEGURA (LA)";"Puerta de Segura (La)";"23";6763
"CASTILLO DE SABIOTE";"CARRETERA SABIOTE-TORREPEROGIL KM. 1,5";"SABIOTE";"Sabiote";"23";11177
"REPSOL";"CARRERA AUTOVIA ANDALUCIA , KM 258, 258";"SANTA ELENA";"Santa Elena";"23";8373
"JAENCOOP ENERGY CORTIJOS NUEVOS";"CARRETERA DEL OJUELO KM. 0,5";"CORTIJOS NUEVOS";"Segura de la Sierra";"23";13710
"JAENCOOP ENERGY";"AVENIDA ANDALUCIA, 0";"SORIHUELA DEL GUADALIMAR";"Sorihuela del Guadalimar";"23";14067
"BP - SAN ANDRES";"CALLE SAN BARTOLOME,";"TORREDELCAMPO";"Torre del Campo";"23";6755
"SHELL";"CARRETERA N-321 KM. 68,5";"TORREDELCAMPO";"Torre del Campo";"23";5096
"SDAD. COOP. AND. SAN ISIDRO";"AVENIDA DE LA CONSTITUCIÓN, 220";"TORREDELCAMPO";"Torre del Campo";"23";13731
"MAXOIL";"AVENIDA JAEN, 67";"TORREDONJIMENO";"Torredonjimeno";"23";14023
"E S PETROANDALUS";"CALLE SEVILLA, 22";"TORREPEROGIL";"Torreperogil";"23";14366
"DIESELPRIX";"CALLE CARRETERA DE VILCHES, 107";"UBEDA";"Úbeda";"23";13188
"CARREFOUR";"AVENIDA DE LINARES, S/N";"UBEDA";"Úbeda";"23";6430
"EUROIL CUATROCAMINOS";"CARRETERA CORDOBA-VALENCIA KM 149 KM. 149";"UBEDA";"Úbeda";"23";6518
"EUROIL LA RECTA";"N-322 km 151.800";"UBEDA";"Úbeda";"23";10006
"VIBATRANS";"CARRETERA LA CAROLINA KM. 0,300";"VILCHES";"Vilches";"23";10321
"S.C.A. SAN VICENTE";"CARRETERA MOGON - ARROTURAS KM. 9,2";"MOGON";"Villacarrillo";"23";11727
"JAENCOOP ENERGY VILLANUEVA II";"AVENIDA VALENCIA DE, S/N";"VILLANUEVA DEL ARZOBISPO";"Villanueva del Arzobispo";"23";14420
"JAENCOOP";"AVENIDA VALENCIA DE, S/N";"VILLANUEVA DEL ARZOBISPO";"Villanueva del Arzobispo";"23";12275
"PETROAS";"AVENIDA MADRID - CORUÑA, 394";"ASTORGA";"Astorga";"24";13163
"CEPSA";"CARRETERA N-VI KM. 302,6";"BAÑEZA (LA)";"Bañeza (La)";"24";6070
"CEPSA";"AUTOVIA A6 KM. 303";"BAÑEZA (LA)";"Bañeza (La)";"24";13027
"AVIA";"CARRETERA ALIJA KM. 1,400";"BAÑEZA (LA)";"Bañeza (La)";"24";9044
"EROSKI";"CARRETERA N-VI KM. 303";"BAÑEZA (LA)";"Bañeza (La)";"24";13608
"REPSOL";"CARRETERA CTRA. N-VI KM. 335";"COMBARROS";"Brazuelo";"24";6014
"AVIA";"CARRETERA LAS GRAÑERAS KM. S/N";"BURGO RANERO (EL)";"Burgo Ranero (El)";"24";9041
"AN ENERGÉTICOS UCOGAL";"POLIGONO PARCELAS 88 Y 89, S/N";"CABREROS DEL RIO";"Cabreros del Río";"24";11318
"CEPSA";"AUTOVIA A6 KM. 394";"CAMPONARAYA";"Camponaraya";"24";14561
"GASOLEOS CERECEDO";"CARRETERA NACIONAL 120 KM. 435,2";"BAROSA (LA)";"Carucedo";"24";10717
"CETILE CARBURANTES";"COMPLEJO CENTRO LOGISTICO CYLOG LEON - CETILE, S/N";"CHOZAS DE ARRIBA";"Chozas de Abajo";"24";12413
"REPSOL";"CL CRUZ ROJA DE LEON, S.N.";"LEON";"León";"24";6057
"GASOLINERAS PECAFER S.L.";"CALLE LA SERNA, 86";"LEON";"León";"24";9670
"REPSOL";"AVENIDA ALCALDE MIGUEL CASTAÑO, 98";"LEON";"León";"24";5541
"BALLENOIL";"AVENIDA ALCALDE MIGUEL CASTAÑO, 125";"LEON";"León";"24";14758
"CARREFOUR";"CALLE ARRABAL, S/N";"LEON";"León";"24";12826
"PETROPRIX";"AVENIDA ALCALDE MIGUEL CASTAÑO, 119";"LEON";"León";"24";14440
"E-LECLERC";"AVENIDA ANTIBIOTICOS, 41";"LEON";"León";"24";14467
"BALLENOIL";"AVENIDA ANTIBIOTICOS, 63";"LEON";"León";"24";14977
"PASO HONROSO";"CARRETERA VILECHA-TR KM. S/N";"LEON";"León";"24";4977
"GASOLEOS ARIAS MARTINEZ, S.L.";"POLIGONO INDUSTRIAL C/3 G-7B, S/N";"ONZONILLA";"Onzonilla";"24";11750
"PASO HONROSO";"CARRETERA N-630 KM. 154,500";"ONZONILLA";"Onzonilla";"24";11600
"VALCARCE";"CARRETERA NACIONAL 630 KM. 153,6";"ONZONILLA";"Onzonilla";"24";4912
"TRANSLEON";"CARRETERA NACIONAL-630 KM. 158";"VILORIA DE LA JURISDICCION";"Onzonilla";"24";11018
"REPSOL";"CARRETERA A6 KM. 390,3";"PONFERRADA";"Ponferrada";"24";10877
"REPSOL";"AUTOVIA A-6 KM. 390,3";"PONFERRADA";"Ponferrada";"24";10878
"PETROPRIX";"POLIGONO AV DE MILAN 1, 8";"PONFERRADA";"Ponferrada";"24";14760
"ZEPXA ECO";"CALLE BURDEOS  EN  PONFERRADA, 3";"PONFERRADA";"Ponferrada";"24";14909
"SHELL";"AVENIDA MOLINASECA  EN  PONFERRADA, 2";"PONFERRADA";"Ponferrada";"24";12856
"CARREFOUR";"AVENIDA DE LA CONSTITUCIÓN, 2";"PONFERRADA";"Ponferrada";"24";11495
"PLENOIL";"AVENIDA GALICIA, 221";"FUENTES NUEVAS";"Ponferrada";"24";14958
"CEDYC";"CARRETERA GENERAL (BOÑAR-CABAÑAQUINTA km 0,165)";"PUEBLA DE LILLO";"Puebla de Lillo";"24";8197
"COMPOSTRA OIL";"N-VI km 314,1";"RIEGO DE LA VEGA";"Riego de la Vega";"24";4964
"REPSOL";"AT AP-66, 126";"RIOSECO DE TAPIA";"Rioseco de Tapia";"24";5970
"RIALCE, S.L.";"AVENIDA FERNANDO DE CASTRO, 39";"SAHAGUN";"Sahagún";"24";11812
"E.LECLERC LEON";"AVDA. PÁRROCO PABLO DIEZ S/N (C.C. LECLERC)";"SAN ANDRES DEL RABANEDO";"San Andrés del Rabanedo";"24";4732
"COOPERATIVA SAN BLAS";"CALLE EL PARQUE, 9";"SANTIBAÑEZ DE LA ISLA";"Santa María de la Isla";"24";12400
"REPSOL";"CARRETERA MAYORGA ASTORGA KM. 46";"SANTA MARIA DEL PARAMO";"Santa María del Páramo";"24";6027
"REPSOL";"AUTOPISTA A-66 KM. 89";"CALDAS DE LUNA";"Sena de Luna";"24";5968
"CEPSA";"AUTOPISTA AP-71 (MRG.IZDO.) KM. 6,8";"VALVERDE DE LA VIRGEN";"Valverde de la Virgen";"24";6066
"CEPSA";"AUTOPISTA AP-71 (MRG.DCHO.) KM. 6,8";"VALVERDE DE LA VIRGEN";"Valverde de la Virgen";"24";6067
"VALCARCE";"A-6, SALIDA 419/420 km 419";"PORTELA DE VALCARCE (LA)";"Vega de Valcarce";"24";8073
"EASYGAS";"CARRETERA N - VI KM. 351";"MANZANAL DEL PUERTO";"Villagatón";"24";4937
"SHELL";"CARRETERA C-621 KM. 32,78";"VILLAMAÑAN";"Villamañán";"24";12021
"BALLENOIL";"CALLE CERRADA-VO  EN  VILLAOBISPO-VO-, 2";"VILLAOBISPO DE LAS REGUERAS";"Villaquilambre";"24";14974
"VALCARCE";"CALLE EL VAGO, 1";"VILLAOBISPO DE LAS REGUERAS";"Villaquilambre";"24";14710
"COOPERATIVA LAR";"DELICIAS 3";"VEGUELLINA DE ORBIGO";"Villarejo de Órbigo";"24";10922
"DISTROL";"CALLE CAÑADA REAL-MR  EN  MARIALBA-MR, 107";"CASTRILLO DE LA RIBERA";"Villaturiel";"24";14224
"BONAREA";"CENTRO  BONAREA, AVDA. GENERALITAT 10, (P. IND. NAVESMA)";"AGRAMUNT";"Agramunt";"25";2019
"COOP ALBATARREC";"CARRETERA L-700 KM. 1";"ALBATARREC";"Albatàrrec";"25";11433
"COOPERATIVA SANT ROC";"C/ CAMI DEL RIU, S/N";"ALBESA";"Albesa";"25";2048
"SHELL";"CTRA.N-II km 454,9";"ALCARRAS";"Alcarràs";"25";8440
"COOPERATIVA D'ALCARRÀS";"CTRA. VALLMANYA km 1,5";"ALCARRAS";"Alcarràs";"25";8243
"BONAREA";"CTRA L-800 km 1.85";"ALCARRAS";"Alcarràs";"25";10510
"SIN ROTULO";"DEMOCRACIA S/NÚM.";"ALCOLETGE";"Alcoletge";"25";10202
"PETRONOR";"CL AVENIDA LERIDA, 75";"ALFARRAS";"Alfarràs";"25";2082
"CEPSA";"AUTOPISTA AP-2 (MRG.IZDO.) KM. 142";"ALFES";"Alfés";"25";3040
"CEPSA";"AUTOPISTA AP-2 (MRG.DCHO.) KM. 142";"ALFES";"Alfés";"25";3041
"SIN ROTULO";"ACCESO AEROPUERTO LLEIDA ALGUAIRE, S/N";"ALGUAIRE";"Alguaire";"25";9926
"REPSOL";"CALLE MAJOR, 94";"ALMACELLES";"Almacelles";"25";2453
"AGROSERVEIS";"PARTIDA SAIRA, S/N";"ALMACELLES";"Almacelles";"25";14824
"E.S. SEGRIÀ";"CARRETERA N-230 LLEIDA - VIELLA KM. 22";"ALMENAR";"Almenar";"25";1570
"ESCLATOIL";"CALLE ENRIC GRANADOS S/N, S/N";"ALPICAT";"Alpicat";"25";14927
"BONAREA";"PTDA. LES ERES, 4";"ANGLESOLA";"Anglesola";"25";2018
"CEPSA";"CALLE SANTIAGO RUSSINYOL, S/N";"ARBECA";"Arbeca";"25";9313
"COOPSERVICE D'ARTESA";"CARRETERA MONTBLANC KM. 1";"ARTESA DE SEGRE";"Artesa de Segre";"25";12187
"COOP.ASPA";"CARRETERA COGUL KM. S/N";"ASPA";"Aspa";"25";12943
"BONAREA";"POL.IND.CAMPLLONG,19";"BALAGUER";"Balaguer";"25";1998
"BLTR";"POLIGONO CAMPLLONG C/MARINADA, 7";"BALAGUER";"Balaguer";"25";13911
"COOP BELLCAIRE";"CARRETERA CARRETERA COMARCAL C-53 KM. 137,3";"BELLCAIRE D'URGELL";"Bellcaire d'Urgell";"25";13305
"REPSOL";"CARRETERA NII KM. 475";"BELL-LLOC D'URGELL";"Bell-lloc d'Urgell";"25";2450
"E.S.ARENES BELLPUIG";"CARRETERA LV3344 KM. 1,5";"BELLPUIG";"Bellpuig";"25";11705
"ANEU OIL";"AVENIDA CERDANYA, 35";"BELLVER DE CERDANYA";"Bellver de Cerdanya";"25";1601
"REPSOL";"CARRETERA C-16 KM. 130,733";"BELLVER DE CERDANYA";"Bellver de Cerdanya";"25";2345
"REPSOL";"CARRETERA C-16 KM. 136,6";"BELLVER DE CERDANYA";"Bellver de Cerdanya";"25";2346
"EMCCAT 24H.";"CARRETERA N-260 KM. 198,100";"BELLVER DE CERDANYA";"Bellver de Cerdanya";"25";12347
"SHELL - E.S. BELLVIS";"LV-3311 km 5,2";"BELLVIS";"Bellvís";"25";2280
"BONAREA";"N-240  (C. C. BON AREA) km 71,15";"BORGES BLANQUES (LES)";"Borges Blanques (Les)";"25";1605
"E.S SANT ISIDRE";"AVINGUDA JAUME SEGARRA, S/N";"BORGES BLANQUES (LES)";"Borges Blanques (Les)";"25";12767
"CASTELL-OIL";"CAMI ERMITA, S/N";"CASTELLDANS";"Castelldans";"25";9283
"ESCLATOIL";"AVENIDA TÀRREGA, 5";"CERVERA";"Cervera";"25";13909
"BONAREA";"CENTRO BONAREA, C/URGELL,S/N";"CERVERA";"Cervera";"25";2000
