"rotulo";"direccion";"localidad";"municipio";"id_provincia";"ideess"
"ASSOCIACIÓ DE TRANSPORTISTES DE LA SEGARRA";"AVENIDA POLIGONO INDUSTRIAL, S/N";"CERVERA";"Cervera";"25";12420
"RESTAURANTE LA VIÑA";"C-12 km 150,5";"CORBINS";"Corbins";"25";8102
"DPC OIL 33 S.L.";"CTRA.LLEIDA-PUIGUERD";"CUBELLS";"Cubells";"25";1773
"REPSOL";"CR A-2, 484,5";"FONDARELLA";"Fondarella";"25";2834
"XOPLUC";"C-53 km 127";"FULIOLA (LA)";"Fuliola (La)";"25";11151
"REPSOL";"CARRETERA DE LERIDA, S/N KM. 23";"GIMENELLS";"Gimenells i el Pla de la Font";"25";2500
"AUTOSERVEI M3";"CALLE DE LA CATALUNYA NORD, 21";"GOLMES";"Golmés";"25";9077
"BONAREA";"POLIGONO COLOMER, C/ LLEIDA, 35";"GOLMES";"Golmés";"25";11550
"REPSOL";"CR A-2, 513,8 (A-2 km 513,83)";"FONOLLERES";"Granyanella";"25";1826
"BONAREA";"CENTRO COMERCIAL BONAREA, CTRA.L-313 km 14,5";"GUISSONA";"Guissona";"25";1588
"BONAREA";"AVDA. VERGE DEL CLAUSTRE, 32";"GUISSONA";"Guissona";"25";2049
"COOP. IVARS";"CALLE LLEIDA, 2";"IVARS D'URGELL";"Ivars d'Urgell";"25";2020
"AGROPECUARIA DE JUNEDA";"CARRETERA N-240 km 73";"JUNEDA";"Juneda";"25";9280
"ESTACION BOYA";"CR N-230, 183,3";"LES";"Les";"25";2832
"PETROLIS";"CALLE PRAT DE LA RIBA, 109";"LINYOLA";"Linyola";"25";1610
"COOPERATIVA LINYOLA";"C/ PRAT DE LA RIBA , S/N";"LINYOLA";"Linyola";"25";9301
"VERGE LORETO";"CALLE FLIX, 0";"LLARDECANS";"Llardecans";"25";9055
"REPSOL";"CALLE ACADEMIA, 28";"LLEIDA";"Lleida";"25";2212
"ESCLATOIL";"CALLE ENGINYER ANTONI LLOBET, S/N";"LLEIDA";"Lleida";"25";12490
"NOUTRANSPORT";"VIAL C, PARCELA 1 (CIM LLEIDA), 1";"LLEIDA";"Lleida";"25";15016
"BONAREA";"POLIGONO EL SEGRE, 201";"LLEIDA";"Lleida";"25";1589
"REPSOL";"CARRETERA LL-11 KM. 9,000";"LLEIDA";"Lleida";"25";9521
"AGROVIC ALIMENTACIÓN, S.A.";"POLIGONO INDUSTRIAL EL SEGRE P.203-R";"LLEIDA";"Lleida";"25";10178
"GP";"CARRETERA NACIONAL II L11 KM. 467,6";"LLEIDA";"Lleida";"25";12757
"BONAREA";"POLIGONO INDUSTRIAL EL SEGRE,PARCELA 202";"LLEIDA";"Lleida";"25";1568
"CEPSA";"POLIGONO INDUSTRIAL EL SEGRE, 202R, 202";"LLEIDA";"Lleida";"25";1768
"SERVETO";"CALLE JOSEP SEGURA I FARRE, 721";"LLEIDA";"Lleida";"25";14322
"INCOENERGY";"CARRETERA 230 KM. 6,5";"BASSES D'ALPICAT (LES)";"Lleida";"25";15143
"NIEVES";"PARTIDA CTRA NACIONL II, N";"LLEIDA";"Lleida";"25";8103
"COOPERATIVA MAIALS";"CARRETERA C45 - CTRA. MAIALS A SERÒS KM.";"MAIALS";"Maials";"25";9174
"AGRARIA DE MIRALCAMP";"POLIGONO POLIGON 12, PARC, 9, 1";"MIRALCAMP";"Miralcamp";"25";13941
"PETROLIS";"RONDA DE PONENT, 1";"MOLLERUSSA";"Mollerussa";"25";1769
"E.S NAUT ARAN";"CARRETERA C-28 KM. 29,5";"ARTIES";"Naut Aran";"25";1567
"PETROLIS DE BARCELONA";"CTRA. MANRESA, C-55 km 77,50";"OLIUS";"Olius";"25";1548
"S.C.C.L.A. \"SANT ROC\"";"C/ URGELL, S/N";"PALAU D'ANGLESOLA (EL)";"Palau d'Anglesola (El)";"25";9281
"BONAREA";"C/ SANTA MAGDALENA, S/N";"PLANS DE SIO (ELS)";"Plans de Sió (Els)";"25";2015
"BONAREA";"POL. IND., C/PONENT, S/N";"PONTS";"Ponts";"25";1999
"FRU-ROSE, SCCL";"AVGDA.DE LA FRUITA, 11";"ROSSELLO";"Rosselló";"25";9518
"E.S. SEROS";"CR L-7042, 12";"SEROS";"Seròs";"25";2544
"REPSOL";"CARRETERA CTRA. DE MANRESA S/N KM.";"SOLSONA";"Solsona";"25";2461
"BONAREA";"CARRETERA MANRESA KM. 78,100";"SOLSONA";"Solsona";"25";12292
"PORT CANTÓ";"CARRETERA N-260 KM. 278,25";"SORIGUERA";"Soriguera";"25";12095
"BONAREA";"POLIGONO ELS SALANCONS, 1";"SORT";"Sort";"25";11057
"COOPSOSES";"CAMÍ DE LA VÍA,1";"SOSES";"Soses";"25";9902
"TRECOOP";"CALLE TORRES DE SEGRE, S/N";"SUDANELL";"Sudanell";"25";12331
"COOP. DEL CAMP DE SUNYER";"PISTA DE TORRES S/N";"SUNYER";"Sunyer";"25";9410
"REPSOL";"CARRETERA C-240 KM. 29";"TARREGA";"Tàrrega";"25";2314
"BONAREA";"AVENIDA BARCELONA, 26";"TARREGA";"Tàrrega";"25";13614
"REPSOL";"CARRETERA A-2 KM. 507,39";"TARREGA";"Tàrrega";"25";2795
"PETROMIRALLES";"PG IND. LA CANALETA S/N (BARCELONA-MADRID km 507)";"TARREGA";"Tàrrega";"25";2014
"ESCLATOIL";"AVINGUDA TARRAGONA, 13";"TARREGA";"Tàrrega";"25";14729
"PETROLIS INDEPENDENTS - PETRO7";"AV. CERVERA ESQ. MESTRE GÜELL  - C.C. CAPRABO";"TARREGA";"Tàrrega";"25";1760
"NO";"CARRETERA C-13 KM. 14";"TERMENS";"Térmens";"25";11062
"SAV SERVEIS";"AVINGUDA DE LA PAU, 1";"TERMENS";"Térmens";"25";11406
"BONAREA";"C-1412A (BONAREA) km 23,85";"TORA";"Torà";"25";1565
"LOW COST 24";"CARRER DIAGONAL, 7";"TORNABOUS";"Tornabous";"25";12979
"BONAREA";"CALLE C/MARINADA, S/N";"TORREFARRERA";"Torrefarrera";"25";11869
"CEPSA";"CARRETERA N-240 KM. 77,800";"TORREGROSSA";"Torregrossa";"25";1559
"F.A.LES PLANES";"CAMI GILIBLAU, S/N";"TORREGROSSA";"Torregrossa";"25";9393
"CEPSA";"CARRETERA N240 KM. 77,8";"TORREGROSSA";"Torregrossa";"25";1607
"SIN ROTULO";"DISEMINADO AFORES, S/N";"TORRELAMEU";"Torrelameu";"25";11426
"REPSOL";"CARRETERA C-13 KM. 86,30";"TREMP";"Tremp";"25";2281
"ESCLATOIL";"AVENIDA PIRINEUS, S/N";"TREMP";"Tremp";"25";12372
"BONAREA";"CRTA. C-13,  (C.C. BON AREA) km 84,25";"PALAU DE NOGUERA";"Tremp";"25";1562
"BONAREA";"CARRETERA ARTESA DE SEGRE A TREMP KM. 51";"VILAMITJANA";"Tremp";"25";11710
"VALLFOGONINA";"CARRER PAU CASALS, 2";"VALLFOGONA DE BALAGUER";"Vallfogona de Balaguer";"25";13640
"BONAREA";"CTRA. TARREGA A MONTBLACH (C-240 km 69)";"VERDU";"Verdú";"25";1566
"PETROCAT";"Ctra.C-142 km s/n";"BETREN";"Vielha e Mijaran";"25";1721
"RESTAURANTE LA VIÑA";"C-13 km 15,7";"VILANOVA DE LA BARCA";"Vilanova de la Barca";"25";2543
"REPSOL";"CR A-2, 486,4 (A-2 km 486,5)";"VILA-SANA";"Vila-sana";"25";1825
"IDS";"CTRA. N-II km 484";"VILA-SANA";"Vila-sana";"25";1730
"CEPSA";"N-634 KM.603 IRUN-SANTIAGO";"ABADIN";"Abadín";"27";9893
"ORTEGAL OIL";"POLIGONO PG INDUSTRIAL DE BARREIROS, PARCELA B, 54";"BARREIROS (CASCO URBANO)";"Barreiros";"27";14076
"PETROPRIX";"AVENIDA DO PERDOURO, 27";"BURELA";"Burela";"27";14656
"CAMPO DA CRUZ";"DE LUGO A GONTAN A CASTRO DE REI km 9";"CASTRO DE REI";"Castro de Rei";"27";10328
"CEPSA";"AUTOVIA A-6 KM. 485";"CORGO (O)";"Corgo (O)";"27";11911
"CEPSA";"AUTOVIA A-6 KM. 485";"CORGO (O)";"Corgo (O)";"27";11910
"REPSOL";"AUTOVIA A6 KM. 479";"GOMEAN";"Corgo (O)";"27";654
"GALP";"AUTOVIA A-6 PUNTO K, 538 MARGEN IZQUIERDO KM. 538";"GUITIRIZ";"Guitiriz";"27";15157
"PARDIÑAS, CENTRO LOGISTICO";"PARQUE EMPRESARIAL DE GUITIRIZ, PARCELA, 55";"GUITIRIZ";"Guitiriz";"27";12174
"REPSOL";"CARRETERA N-540 KM. 2";"LOUZANETA";"Lugo";"27";612
"REPSOL";"CARRETERA N-540 KM. 2";"LOUZANETA";"Lugo";"27";611
"LUGO SHELL EXPRESS";"AVENIDA BENIGNO RIVERA, S/N";"LUGO";"Lugo";"27";15057
"REPSOL";"AVENIDA BENIGNO RIVERA, S/N";"LUGO";"Lugo";"27";655
"MASMAR OIL";"RUA INDUSTRIA (DA), 103";"LUGO";"Lugo";"27";14185
"GASOLEOS CEAO";"POLIGONO DEL CEAO (ACCESO AUTOVIA)";"LUGO";"Lugo";"27";277
"NO EXISTE";"POLIGONO CEAO - RUA DAS CESTEIRAS PARCELA 9.2, S/N";"LUGO";"Lugo";"27";13447
"PLENOIL";"AVENIDA BENIGNO RIVERA, 29";"LUGO";"Lugo";"27";15132
"BP";"LUGAR MUXA DE ARRIBA (SANTA MAR, 640";"MUXA DE ARRIBA";"Lugo";"27";12362
"REPSOL";"CL CARRETERA DE CHANTADA, S.N.";"MONFORTE DE LEMOS";"Monforte de Lemos";"27";455
"PLENOIL";"RUA POETA MANUEL MARÍA, 34";"MONFORTE DE LEMOS";"Monforte de Lemos";"27";14869
"Q8";"ACCESO CTRA. N-VI.  ROBRA,";"OUTEIRO DE REI";"Outeiro de Rei";"27";426
"BP";"LUGAR SOBORVILA, 10";"OUTEIRO DE REI";"Outeiro de Rei";"27";12701
"O XEIXO,S.COOP GALEGA  OIL";"LUGAR CARRIZAL, S/N";"REGUEIRA (A)";"Pastoriza (A)";"27";14779
"LIBRE";"POLIGONO SIGALSA FASE 1 NAVE 1, S/N";"RABADE";"Rábade";"27";10660
"VALCARCE";"CARRETERA NACIONAL 634 KM. 554";"VILAR";"Ribadeo";"27";12874
"E.S. A VALIÑA";"CARRETERA C-546 KM. 30,12";"SARRIA";"Sarria";"27";8223
"E.S. POLIGONO";"CALLE CL/ MACIÑEIRA, ESQ. CERDEIRA - PGNO. SETE PONTES - PARCELA, 30";"VILALBA";"Vilalba";"27";14510
"TEX";"CALLE CIUDAD DE VIVERO, 73";"VILALBA";"Vilalba";"27";14809
"PLENOIL";"RUA CAMPO DEL PUENTE 72-74, 915687497";"VILALBA";"Vilalba";"27";14587
"GASOGAL ENERGIA";"CARRETERA CARRETERA DE LANZOS LA BALSA KM. 3,33";"LANZOS (SAN SALVADOR)";"Vilalba";"27";542
"CEPSA";"RUA ILLA GAVEIRA, 81";"AREA";"Viveiro";"27";14841
"BP DUALEZ";"CTRA. LOCAL M-404 km 4,95";"ALAMO (EL)";"Álamo (El)";"28";3072
"PLENOIL";"AVENIDA MADRID, 2";"ALAMO (EL)";"Álamo (El)";"28";15023
"CRISTO DE LA SALUD";"PASEO AVILES, 2";"ALAMO (EL)";"Álamo (El)";"28";12660
"GASEXPRESS";"CARRETERA DAGANZO KM. 3";"ALCALA DE HENARES";"Alcalá de Henares";"28";14075
"AVIA";"CALLE MEJICO, 17";"ALCALA DE HENARES";"Alcalá de Henares";"28";13592
"GALP";"N-II km 29,000";"ALCALA DE HENARES";"Alcalá de Henares";"28";4697
"GALP";"N-II km 29,000";"ALCALA DE HENARES";"Alcalá de Henares";"28";4698
"SHELL";"AVDA. PUERTA DE MADRID, 20";"ALCALA DE HENARES";"Alcalá de Henares";"28";4716
"ALCAMPO";"C.C. LA DEHESA, AUTOVIA MADRID-BARCELONA km 34,0";"ALCALA DE HENARES";"Alcalá de Henares";"28";3079
"CARREFOUR";"POLIGONO ESPARTALES SUR, C/ FEDERICO GARCIA LORCA,, S/N";"ALCALA DE HENARES";"Alcalá de Henares";"28";3083
"CEPSA-ELF";"VÍA COMPLUTENSE, 41";"ALCALA DE HENARES";"Alcalá de Henares";"28";4588
"SHELL";"VÍA COMPLUTENSE, 105";"ALCALA DE HENARES";"Alcalá de Henares";"28";13965
"REPSOL";"CR M-300 (PG.MATILLAS-PARC.A1), P.K";"ALCALA DE HENARES";"Alcalá de Henares";"28";3185
"PLENOIL";"AVENIDA DE MADRID, 60";"ALCALA DE HENARES";"Alcalá de Henares";"28";14083
"REPSOL";"AVENIDA JUAN CARLOS I, S/N";"ALCALA DE HENARES";"Alcalá de Henares";"28";13308
"SUPECO";"POLIGONO LA GARENA, AV. EUROPA, S/N, S/N";"ALCALA DE HENARES";"Alcalá de Henares";"28";15069
"BALLENOIL";"CARRETERA DAGANZO KM. 5";"ALCALA DE HENARES";"Alcalá de Henares";"28";14679
"PETROPRIX";"CALLE ISAAC NEWTON, 155";"ALCALA DE HENARES";"Alcalá de Henares";"28";13923
"CEPSA";"AVENIDA DAGANZO, 12";"ALCALA DE HENARES";"Alcalá de Henares";"28";4325
"GALP";"CALLE VILLAMALEA, 2";"ALCALA DE HENARES";"Alcalá de Henares";"28";3067
"SHELL";"CARRETERA AJARVIL-ALCALA (PG 32C PARCELA26A) KM. S/N";"ALCALA DE HENARES";"Alcalá de Henares";"28";8442
"GALP";"AVENIDA VALDELAPARRA (DE), 5";"ALCOBENDAS";"Alcobendas";"28";3076
"CARREFOUR";"CARRETERA A-1 KM. 14,500";"ALCOBENDAS";"Alcobendas";"28";3081
"BALLENOIL";"CALLE VALGRANDE, 30";"ALCOBENDAS";"Alcobendas";"28";14513
"BP VALDAVIA";"CALLE MARQUES DE LA VALDAVIA (DEL), 138";"ALCOBENDAS";"Alcobendas";"28";3124
"BP JUNCAL";"CARRETERA BARAJAS KM. S/N";"ALCOBENDAS";"Alcobendas";"28";12053
"REPSOL";"CL AVENIDA DE ESPAÑA, S.N.";"ALCOBENDAS";"Alcobendas";"28";4448
"PETROPRIX";"AVENIDA MARQUES DE LA VALDAVIA, 132";"ALCOBENDAS";"Alcobendas";"28";13444
"PETROPRIX";"CALLE VALGRANDE, 11";"ALCOBENDAS";"Alcobendas";"28";15124
"ALCAMPO";"AVENIDA OLIMPICA, 9";"ALCOBENDAS";"Alcobendas";"28";11918
"SHELL";"CALLE POLVORANCA, 158";"ALCORCON";"Alcorcón";"28";10105
"BP SAN MARTIN I";"CARRETERA ALCORCON-S.M.VALDEIGL. KM. 1,5";"ALCORCON";"Alcorcón";"28";4470
"REPSOL";"CALLE CAMINO LEGANES, 55";"ALCORCON";"Alcorcón";"28";4640
"BP LA PRINCESA 2";"CR MOSTOLES-FUENLABRADA,  KM.4";"ALCORCON";"Alcorcón";"28";3098
"REPSOL";"CL AVDA DEL PINAR, S.N.";"ALCORCON";"Alcorcón";"28";4614
"BALLENOIL";"AVENIDA TRANVIA, 4";"ALCORCON";"Alcorcón";"28";13356
"AVIA";"CARRETERA M-506 KM. 4";"ALCORCON";"Alcorcón";"28";4336
"SHELL";"CTRA. N-V km 12,5";"ALCORCON";"Alcorcón";"28";4713
"CEPSA";"CALLE LAGUNA, 2";"ALCORCON";"Alcorcón";"28";4664
"PLENOIL";"AVENIDA SAN MARTIN DE VALDEIGLESIAS, 9";"ALCORCON";"Alcorcón";"28";14959
"BALLENOIL";"CALLE LAGUNA, 88";"ALCORCON";"Alcorcón";"28";12772
"REPSOL";"CALLE LAGUNA, 36";"ALCORCON";"Alcorcón";"28";12190
"PETROPRIX";"CALLE PARAGUAY ESQUINA AVENIDA DE AMERICA, SN";"ALCORCON";"Alcorcón";"28";12990
"SOLNER";"CALLE TELECOMUNICACIONES, 2";"ALCORCON";"Alcorcón";"28";13320
"PLENOIL";"CALLE POLVORANCA, 65";"ALCORCON";"Alcorcón";"28";15032
"REPSOL URTINSA 365";"CALLE EBANISTAS,, 2";"ALCORCON";"Alcorcón";"28";8321
"NATURGY";"CALLE EBANISTAS, 2";"ALCORCON";"Alcorcón";"28";13470
"SHELL";"CALLE MAYOR, 63";"ALGETE";"Algete";"28";14765
"REPSOL";"CARRETERA M-106 KM. 3,100";"ALGETE";"Algete";"28";3179
"BALLENOIL";"CALLE PELAYA (DE LA), 1";"ALGETE";"Algete";"28";13902
"PETROPRIX";"CALLE PUERTA DE ABAJO, 57";"ALPEDRETE";"Alpedrete";"28";15045
"BP LA FALUA";"CARRETERA M-305 KM. 5";"ARANJUEZ";"Aranjuez";"28";10847
"E.LECLERC";"PASEO DELEITE (DEL), 13";"ARANJUEZ";"Aranjuez";"28";12673
"PLENOIL";"AVENIDA MADRID (DE), 66";"ARGANDA";"Arganda del Rey";"28";13669
"PETROPRIX";"AVENIDA MADRID (DE), SN";"ARGANDA";"Arganda del Rey";"28";13051
"BALLENOIL";"CAMINO SAN MARTIN DE LA VEGA, 8";"ARGANDA";"Arganda del Rey";"28";12688
"CEPSA";"AVENIDA VALDEARGANDA, 8";"ARGANDA";"Arganda del Rey";"28";4652
"BP ARGANDA";"AVENIDA EJERCITO (DEL), 44";"ARGANDA";"Arganda del Rey";"28";4324
"BALLENOIL";"CAMINO CAMINO DE SAN MARTÍN DE LA VEGA A ARGANDA, 2";"ARGANDA";"Arganda del Rey";"28";13785
"REPSOL";"CARRETERA M-832 KM. 3";"ARGANDA";"Arganda del Rey";"28";2908
"REPSOL";"FRESADORES, 19";"ARROYOMOLINOS";"Arroyomolinos";"28";10512
"BALLENOIL";"CALLE FRESADORES (DE), 7";"ARROYOMOLINOS";"Arroyomolinos";"28";12973
"REPSOL";"CR A-5, 23.5";"ARROYOMOLINOS";"Arroyomolinos";"28";4613
"MEROIL";"CARRETERA M-623 KM. 1,5";"BECERRIL DE LA SIERRA";"Becerril de la Sierra";"28";4678
"GALP";"CTRA. MV-5113; P.K. 1,800";"BOADILLA DEL MONTE";"Boadilla del Monte";"28";4667
"CEPSA";"CARRETERA M-511 KM. 6,5";"BOADILLA DEL MONTE";"Boadilla del Monte";"28";3212
"SHELL";"CTRA. 607 (DE COLMENAR A NAVACERRADA) km 48,2";"CERCEDA";"Boalo (El)";"28";10573
"REPSOL";"CARRETERA N-IV KM33 KM. 33";"CIEMPOZUELOS";"Ciempozuelos";"28";3129
"BP EII";"AUTOPISTA VIA DE SERVICIO M.D. KM. 38,300";"COLLADO VILLALBA";"Collado Villalba";"28";4644
"BP EI";"AVENIDA JUAN CARLOS I, 3";"COLLADO VILLALBA";"Collado Villalba";"28";4350
"CEPSA";"AUTOPISTA AP-6 (MRG.IZDO.) KM. 42,3";"COLLADO VILLALBA";"Collado Villalba";"28";3139
"REPSOL";"CARRETERA NAVACERRADA KM. 1,33";"COLLADO VILLALBA";"Collado Villalba";"28";3167
"REPSOL";"CALLE REAL, 2";"COLLADO VILLALBA";"Collado Villalba";"28";3180
"PLENOIL";"CALLE CALLE POLÍGONO 5, 20";"COLLADO VILLALBA";"Collado Villalba";"28";14588
"PETROPRIX";"AVENIDA JUAN CARLOS I, 24";"COLLADO VILLALBA";"Collado Villalba";"28";13791
"CEPSA";"AUTOVIA A-1 KM. 29,1";"COLMENAR VIEJO";"Colmenar Viejo";"28";4534
"ALCAMPO";"CALLE C.C. ALCAMPO, C/. TEJERA, 2";"COLMENAR VIEJO";"Colmenar Viejo";"28";11351
"SHELL";"AVENIDA LIBERTAD (DE LA), 64";"COLMENAR VIEJO";"Colmenar Viejo";"28";4714
"PLENOIL";"AVENIDA SAN PABLO, 29";"COSLADA";"Coslada";"28";14547
"BP COSLADA - AV CONSTITUCION";"AVENIDA CONSTITUCION, 30";"COSLADA";"Coslada";"28";10076
"BALLENOIL";"AVENIDA JARAMA (DEL), 17";"COSLADA";"Coslada";"28";12790
"Q8";"AVENIDA CONSTITUCION (DE LA), 28";"COSLADA";"Coslada";"28";14107
"SHELL";"AVENIDA SAN PABLO (DE), 39";"COSLADA";"Coslada";"28";10614
"REPSOL";"AVDA. JOSE GARATE, 2";"COSLADA";"Coslada";"28";9395
"BALLENOIL";"CALLE FRANKLIN, 1";"DAGANZO DE ARRIBA";"Daganzo de Arriba";"28";14740
"GASOLEOS DAGANZO";"POLIGONO LOS FRAILES, 133";"FRAILES (LOS)";"Daganzo de Arriba";"28";13263
"GALP";"Avda de la Hispanidad 20";"FUENLABRADA";"Fuenlabrada";"28";4700
"BP AVANZADA FUENLABRADA";"C/ LEGANES Nº 62";"FUENLABRADA";"Fuenlabrada";"28";3104
"BALLENOIL";"CALLE CONSTITUCION, 81";"FUENLABRADA";"Fuenlabrada";"28";13166
"PETROPRIX";"CALLE CONSTITUCION (DE LA), 100";"FUENLABRADA";"Fuenlabrada";"28";13633
"REPSOL";"CARRETERA A-42 KM. 18,7";"FUENLABRADA";"Fuenlabrada";"28";3160
"CCA";"CALLE ALMANZOR, 11";"FUENLABRADA";"Fuenlabrada";"28";13374
"PLENOIL";"CALLE LUIS SAUQUILLO, 131";"FUENLABRADA";"Fuenlabrada";"28";13875
"BALLENOIL";"CALLE ANETO, 1";"FUENLABRADA";"Fuenlabrada";"28";12828
"NATURGY ES FUENLABRADA";"AVENIDA LA CANTUEÑA, 8";"FUENLABRADA";"Fuenlabrada";"28";14662
"PETROPRIX";"AVENIDA DE LA CANTUEÑA, 8";"FUENLABRADA";"Fuenlabrada";"28";13255
"GASOLOWCOST";"CALLE ARGANZA, 5";"FUENLABRADA";"Fuenlabrada";"28";13408
"REPSOL";"CARRETERA A-42 KM. 18,7";"FUENLABRADA";"Fuenlabrada";"28";3161
"ALCAMPO FUENLABRADA";"CC. LORANCA ALCAMPO FUENLABRADA (AV. PABLO IGLESIAS, S/N, CIUDAD LORANCA)";"FUENLABRADA";"Fuenlabrada";"28";4660
"CEPSA";"CALLE MÓSTOLES, 1";"FUENLABRADA";"Fuenlabrada";"28";4453
"PLENOIL";"CALLE ENEBRO, 17";"FUENLABRADA";"Fuenlabrada";"28";14558
"BP EL NARANJO";"CALLE CL MOSTOLES 61, 61";"FUENLABRADA";"Fuenlabrada";"28";4469
"PLENOIL";"CALLE LUIS SAUQUILLO, 86";"FUENLABRADA";"Fuenlabrada";"28";14312
"SHELL";"CARRETERA N III KM. 68,500";"FUENTIDUEÑA DE TAJO";"Fuentidueña de Tajo";"28";3108
"REPSOL";"M-505 km 15,5";"GALAPAGAR";"Galapagar";"28";3203
"BP  E.S LA POCILLA   GALAPAGAR";"CALLE GUADARRAMA, 70";"GALAPAGAR";"Galapagar";"28";10606
"SHELL";"CALLE FELIPE CALLEJA, S/N";"GETAFE";"Getafe";"28";8446
"BP A42 CABANAS MI";"CARRERA A-42, 13";"GETAFE";"Getafe";"28";4321
"BP A42 CABANAS MD";"CARRETERA A-42 KM. 13";"GETAFE";"Getafe";"28";4583
"CEPSA";"CARRETERA MADRID - CADIZ KM. 12,5";"GETAFE";"Getafe";"28";4759
"CEPSA";"AVENIDA DE LAS TRECE ROSAS, 6";"GETAFE";"Getafe";"28";11792
"REPSOL NASSICA 365";"AVENIDA RIO GUADALQUIVIR, 11";"GETAFE";"Getafe";"28";10109
"PETROPRIX";"CALLE HERREROS, 1";"GETAFE";"Getafe";"28";14607
"GASEXPRESS GETAFE";"AVENIDA RIO GUADALQUIVIR, 20";"GETAFE";"Getafe";"28";15152
"BP GETAFE - PG SAN MARCOS";"CL DIESEL C/V Pº JOHN LENNON, S.N.";"GETAFE";"Getafe";"28";4608
"CEPSA";"AUTOVIA A-4 KM. 14,3";"GETAFE";"Getafe";"28";4485
"CEPSA";"AUTOVIA A-4 KM. 14,3";"GETAFE";"Getafe";"28";4486
"BALLENOIL";"CALLE FRANKLIN, 1";"GETAFE";"Getafe";"28";13261
"BALLENOIL";"AVENIDA HUMANES, 171";"GRIÑON";"Griñón";"28";13323
"PLENOIL";"PASEO MOLINO DEL REY, 39";"GUADARRAMA";"Guadarrama";"28";14807
"BP GUADARRAMA";"CARRETERA N-VI KM. 48";"GUADARRAMA";"Guadarrama";"28";3095
"BP HUMANES - EL MOLINO";"AVENIDA DE LAS FLORES, 2";"HUMANES DE MADRID";"Humanes de Madrid";"28";4314
"SHELL";"AVENIDA FUENLABRADA, 110";"HUMANES DE MADRID";"Humanes de Madrid";"28";14505
"BALLENOIL";"AVENIDA FUENLABRADA, 6";"HUMANES DE MADRID";"Humanes de Madrid";"28";14888
"BP VALDONAIRE";"CARRETERA AVD.DE LA INDUSTRIA KM. 15";"HUMANES DE MADRID";"Humanes de Madrid";"28";3094
"BP";"AVENIDA FUENLABRADA, 16";"LEGANES";"Leganés";"28";10108
"CEPSA";"AVENIDA LENGUA ESPAÑOLA, S/N";"LEGANES";"Leganés";"28";4346
"CEPSA";"AVENIDA LENGUA ESPAÑOLA, 24";"LEGANES";"Leganés";"28";4601
"BP POLVORANCA";"CARRETERA M-407 KM. 1800";"LEGANES";"Leganés";"28";11167
"CEPSA CIUDAD DEL AUTOMÓVIL 365";"CALLE CARLOS SAINZ, S/N";"LEGANES";"Leganés";"28";14258
"REPSOL";"CALLE CARLOS SAINZ, SN";"LEGANES";"Leganés";"28";8328
"REPSOL";"CALLE ARROYO DEL SOTO, 2";"LEGANES";"Leganés";"28";11322
"BP TARAZA 365";"CALLE MARC GENE, 2";"LEGANES";"Leganés";"28";14817
"BALLENOIL";"CALLE REY PASTOR, 16";"LEGANES";"Leganés";"28";14678
"ZEROGAS";"CALLE PEDRO LARA, 8";"LEGANES";"Leganés";"28";13422
"REPSOL";"CL ALAVA , S.N.";"FORTUNA";"Leganés";"28";4629
"PETROPRIX";"CALLE VIZCAYA, 17";"LEGANES";"Leganés";"28";14606
"REPSOL";"AUTOPISTA AUTOPISTA R-3 LOECHES KM. 19,5";"LOECHES";"Loeches";"28";4637
"GALP";"CALLE CAÑADA DEL POZO, SN";"CABALLO (EL)";"Loeches";"28";14235
"REPSOL";"AUTOVIA N-1 KM. 65";"LOZOYUELA";"Lozoyuela-Navas-Sieteiglesias";"28";3125
"REPSOL";"CL PASEO ACACIAS, 8";"MADRID";"Madrid";"28";3217
"REPSOL";"CALLE ALBERTO AGUILERA, 9";"MADRID";"Madrid";"28";4352
"SHELL";"CALLE ALBERTO AGUILERA, 18";"MADRID";"Madrid";"28";4711
"CEPSA";"BARRIO CENTRO-EMBAJADORES, 83";"MADRID";"Madrid";"28";3164
"REPSOL";"CL PASEO CASTELLANA, 276";"MADRID";"Madrid";"28";3201
"SHELL";"CALLE FRANCISCO UMBRAL, 2";"MADRID";"Madrid";"28";12694
"SHELL";"PASEO SANTA MARIA DE LA CABEZA, 90";"MADRID";"Madrid";"28";4717
"REPSOL";"CL PLAZA LEGAZPI, 9";"MADRID";"Madrid";"28";4531
"REPSOL";"PASEO SANTA MARIA DE LA CABEZA, 18";"MADRID";"Madrid";"28";3218
"REPSOL";"CALLE REAL DE ARGANDA, 74";"MADRID";"Madrid";"28";11472
"CEPSA";"AUTOVIA A-3 KM. 7,1";"MADRID";"Madrid";"28";4689
"CEPSA";"AUTOVIA A-3 KM. 7,1";"MADRID";"Madrid";"28";4690
"CEPSA";"AVENIDA ENSANCHE DE VALLECAS, 2";"MADRID";"Madrid";"28";11454
"GHC";"CARRETERA N-III KM. 11,8";"MADRID";"Madrid";"28";8447
"BP SAN PEDRO MD";"CR A-3  MG IZDO, KM 11,2 km 11,200";"MADRID";"Madrid";"28";4452
"BP MAYORAZGO 365";"CALLE SIERRA DE LA DEMANDA, 2";"MADRID";"Madrid";"28";15107
"PLENOIL";"CARRETERA VILLAVERDE A VALLECAS KM. 267";"MADRID";"Madrid";"28";13329
"BALLENOIL";"CALLE G, 2";"MADRID";"Madrid";"28";14585
