"c_p";"direccion";"horario";"latitud";"localidad";"longitud_wgs84";"margen";"municipio";"precio_biodiesel";"precio_bioetanol";"precio_gas_natural_comprimido";"precio_gas_natural_licuado";"precio_gases_licuados_del_petroleo";"precio_gasoleo_a";"precio_gasoleo_b";"precio_gasoleo_premium";"precio_gasolina_95_e10";"precio_gasolina_95_e5";"precio_gasolina_95_e5_premium";"precio_gasolina_98_e10";"precio_gasolina_98_e5";"precio_hidrogeno";"provincia";"remision";"rotulo";"tipo_venta";"percent_bio_etanol";"percent_ester_metilico";"ideess";"id_municipio";"id_provincia";"idccaa";"low_cost"
"08460";"CARRETERA DEL MONTSENY KM. 3";"L-D: 06:00-22:00";41.686028;"SANTA MARIA DE PALAUTORDERA";2.443667;"I";"Santa Maria de Palautordera";NA;NA;NA;NA;NA;1.419;NA;1.499;NA;1.569;NA;NA;1.701;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2981;1123;"08";"09";FALSE
"08130";"CARRETERA C-59 KM. 1,5";"L-D: 06:00-22:00";41.535556;"SANTA PERPETUA DE MOGODA";2.192833;"I";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.419;NA;1.499;NA;1.563;NA;NA;1.695;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2975;1125;"08";"09";FALSE
"08130";"AUTOPISTA AP-7 KM. 144";"L-D: 24H";41.526139;"SANTA PERPETUA DE MOGODA";2.168083;"I";"Santa Perpètua de Mogoda";NA;NA;NA;NA;0.869;1.439;NA;1.505;NA;1.584;NA;NA;1.716;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;10319;1125;"08";"09";FALSE
"08130";"CARRETERA B-140 KM. 5,5";"L-V: 06:00-22:00";41.534167;"SANTA PERPETUA DE MOGODA";2.17;"I";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.419;NA;1.485;NA;1.563;1.623;NA;NA;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2228;1125;"08";"09";FALSE
"08130";"AVENIDA MOSSÈN JACINT VERDAGUER, 1";"L-D: 24H";41.535361;"SANTA PERPETUA DE MOGODA";2.183972;"N";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.569;NA;NA;1.711;NA;"BARCELONA";"OM";"BP SANTA PERPETUA";"P";0;0;2056;1125;"08";"09";TRUE
"08130";"POLIGONO CIM VALLÉS, PARCELA 13, SN";"L-D: 24H";41.539583;"SANTA PERPETUA DE MOGODA";2.187111;"D";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.459;1.084;1.509;NA;1.579;NA;NA;1.729;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2814;1125;"08";"09";FALSE
"08130";"CALLE LAS PALMAS, S/N";"L-D: 24H";41.531944;"SANTA PERPETUA DE MOGODA";2.193889;"D";"Santa Perpètua de Mogoda";NA;NA;NA;NA;0.889;1.459;NA;1.529;NA;1.589;NA;NA;1.739;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2818;1125;"08";"09";FALSE
"08130";"CARRETERA N-152A KM. 15,1";"L-D: 06:00-22:00";41.518833;"SANTA PERPETUA DE MOGODA";2.195444;"D";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.419;NA;1.486;NA;1.574;NA;NA;1.635;NA;"BARCELONA";"dm";"CEPSA";"R";0;0;2976;1125;"08";"09";FALSE
"08130";"CALLE GUIFRÉ EL PILÓS, 10";"L-D: 24H";41.53875;"SANTA PERPETUA DE MOGODA";2.164111;"D";"Santa Perpètua de Mogoda";NA;NA;1.099;1.045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BARCELONA";"dm";"MARINÉ";"P";0;0;13595;1125;"08";"09";TRUE
"08130";"CALLE GUIFRE EL PILOS, S/N";"L-D: 24H";41.538806;"SANTA PERPETUA DE MOGODA";2.164139;"N";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.337;NA;NA;NA;1.487;NA;NA;NA;NA;"BARCELONA";"dm";"MARINÉ";"P";0;0;12754;1125;"08";"09";TRUE
"08130";"CR AUTOPISTA AP-7  KM 144.1";"L-D: 24H";41.526417;"SANTA PERPETUA DE MOGODA";2.166611;"D";"Santa Perpètua de Mogoda";NA;NA;NA;NA;0.869;1.459;NA;1.519;NA;1.589;NA;NA;1.719;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2344;1125;"08";"09";FALSE
"08130";"CALLE CAN VINYALETS, 21";"L-D: 24H";41.539306;"SANTA PERPETUA DE MOGODA";2.165667;"N";"Santa Perpètua de Mogoda";NA;NA;NA;NA;0.839;1.379;NA;1.459;NA;1.529;NA;NA;1.669;NA;"BARCELONA";"OM";"SHELL";"P";0;0;11796;1125;"08";"09";FALSE
"08130";"AVENIDA TRES, 64";"L-D: 24H";41.516806;"SANTA PERPETUA DE MOGODA";2.193944;"N";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.259;NA;1.309;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;13080;1125;"08";"09";TRUE
"08130";"CALLE CATALUNYA, 33";"L-D: 24H";41.544667;"SANTA PERPETUA DE MOGODA";2.174472;"D";"Santa Perpètua de Mogoda";NA;NA;NA;NA;NA;1.309;NA;1.349;NA;1.419;NA;NA;NA;NA;"BARCELONA";"dm";"LOWCOSTFUEL";"P";0;0;12570;1125;"08";"09";TRUE
"08130";"CALLE PARAIRES, 2";"L-D: 05:00-23:00";41.532778;"SANTIGA";2.152889;"N";"Santa Perpètua de Mogoda";NA;NA;NA;NA;0.839;1.429;NA;1.509;NA;1.579;NA;NA;1.719;NA;"BARCELONA";"OM";"SHELL";"P";0;0;11841;1125;"08";"09";FALSE
"08398";"AVENIDA DELS DOLORS, 5";"L-D: 06:00-22:00";41.632889;"SANTA SUSANNA";2.704139;"N";"Santa Susanna";NA;NA;NA;NA;NA;1.279;NA;1.339;NA;1.394;NA;NA;1.519;NA;"BARCELONA";"OM";"GALP";"P";0;0;1635;1126;"08";"09";FALSE
"08398";"POLIGONO POLÍGONO 1 DE LA RIERA , PARCELAS  FR6-FR7, S/N";"L-D: 24H";41.635417;"SANTA SUSANNA";2.712333;"N";"Santa Susanna";NA;NA;NA;NA;NA;1.359;NA;1.389;NA;1.489;NA;NA;1.679;NA;"BARCELONA";"dm";"CARREFOUR";"P";0;0;14436;1126;"08";"09";TRUE
"08398";"CAMINO PERAFITA, S/N";"L-D: 24H";41.634083;"CAN TORRENT-ALTA MARESMA-CAN GELAT";2.707333;"N";"Santa Susanna";NA;NA;NA;NA;NA;1.229;NA;NA;NA;1.357;NA;NA;NA;NA;"BARCELONA";"dm";"PETROPRIX";"P";0;0;14557;1126;"08";"09";TRUE
"08251";"RONDA SANT PERE, 331";"L-D: 24H";41.783556;"SANTPEDOR";1.847194;"D";"Santpedor";NA;NA;NA;NA;NA;1.206;NA;1.25;NA;1.339;NA;NA;NA;NA;"BARCELONA";"dm";"PETRO PINTÓ";"P";0;0;13007;1127;"08";"09";TRUE
"08251";"ACCESO CTRA, 4";"L-V: 06:00-22:00";41.779139;"SANTPEDOR";1.851972;"D";"Santpedor";NA;NA;NA;NA;NA;1.389;NA;1.439;NA;1.529;NA;NA;1.639;NA;"BARCELONA";"dm";"REPSOL";"P";0;0;2797;1127;"08";"09";FALSE
"08181";"AVENIDA PRINCIPAL   POLIGONO INDUSTRIAL  CAN CLAPERS, 3";"L-D: 24H";41.614889;"SENTMENAT";2.138528;"D";"Sentmenat";NA;NA;NA;NA;NA;1.239;NA;NA;NA;1.369;NA;NA;NA;NA;"BARCELONA";"dm";"NUROIL";"P";0;0;14221;1128;"08";"09";TRUE
"08181";"CALLE TORRENT D'EN BAIELL, 10";"L-D: 24H";41.614;"SENTMENAT";2.144639;"N";"Sentmenat";NA;NA;NA;NA;NA;1.369;NA;NA;NA;1.479;NA;NA;NA;NA;"BARCELONA";"dm";"GASUIR";"P";0;0;13152;1128;"08";"09";TRUE
"08181";"CARRETERA C-1413A KM. 32,7";"L-D: 06:00-22:00";41.615528;"SENTMENAT";2.137083;"I";"Sentmenat";NA;NA;NA;NA;NA;1.439;NA;1.499;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;1842;1128;"08";"09";FALSE
"08553";"CARRETERA BV-5303 KM. 8,2";"L-D: 24H";41.83475;"SEVA";2.273111;"N";"Seva";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"BLANCA";"P";0;0;1677;1129;"08";"09";TRUE
"08553";"CARRETERA BV-5303 KM. 3,950";"L-D: 24H";41.845722;"SANT MIQUEL DE BALENYA";2.233944;"D";"Seva";NA;NA;NA;NA;NA;1.187;NA;NA;NA;1.316;NA;NA;NA;NA;"BARCELONA";"dm";"BONAREA";"P";0;0;15118;1129;"08";"09";TRUE
"08870";"CR C-31, 164,38";"L-D: 24H";41.238528;"SITGES";1.827417;"D";"Sitges";NA;NA;NA;NA;0.869;1.469;NA;1.539;NA;1.599;1.649;NA;1.749;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2449;1130;"08";"09";FALSE
"08870";"EIX 2 PARCELA 12-14 - POL.IND. MAS ALBA,";"L-D: 24H";41.249222;"SITGES";1.813194;"N";"Sitges";NA;NA;NA;NA;NA;1.429;NA;1.499;NA;1.549;NA;NA;1.679;NA;"BARCELONA";"dm";"Q8";"P";0;0;1742;1130;"08";"09";TRUE
"08870";"AVENIDA CAMI PLA, 8";"L-D: 24H";41.2475;"SITGES";1.812889;"N";"Sitges";NA;NA;NA;NA;NA;1.429;NA;1.449;NA;1.549;NA;NA;NA;NA;"BARCELONA";"dm";"NIEVES";"P";0;0;14139;1130;"08";"09";TRUE
"08739";"CALLE LA CREU TRENCADA, 1";"L-D: 24H";41.426222;"SUBIRATS";1.802556;"D";"Subirats";NA;NA;NA;NA;NA;1.369;NA;NA;NA;1.489;NA;NA;NA;NA;"BARCELONA";"dm";"AMAT OIL";"P";0;0;13563;1133;"08";"09";TRUE
"08260";"CARRETERA MANRESA SURIA KM. 14";"L-D: 06:00-22:00";41.827361;"SURIA";1.756083;"I";"Súria";NA;NA;NA;NA;NA;1.389;NA;1.439;NA;1.529;NA;NA;1.639;NA;"BARCELONA";"dm";"REPSOL";"P";0;0;2556;1134;"08";"09";FALSE
"08260";"PASEO JONCARETS, 149";"L-D: 24H";41.835667;"SURIA";1.764833;"N";"Súria";NA;NA;NA;NA;NA;1.269;NA;NA;NA;1.399;NA;NA;NA;NA;"BARCELONA";"dm";"U. S. SÚRIA *ROVIRA*";"P";0;0;12349;1134;"08";"09";TRUE
"08593";"CARRETERA C-17 KM. 37";"L-D: 06:00-22:00";41.748833;"TAGAMANENT";2.262694;"D";"Tagamanent";NA;NA;NA;NA;NA;1.439;NA;1.489;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"PETROCAT";"P";0;0;1867;1135;"08";"09";TRUE
"08593";"CARRETERA C-17 KM. 36,230";"L-D: 06:00-22:00";41.738111;"TAGAMANENT";2.266944;"I";"Tagamanent";NA;NA;NA;NA;0.869;1.449;NA;1.499;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2531;1135;"08";"09";FALSE
"08552";"CTRA. DE VIC/ ARBUCIES km 5.80000";"L-S: 07:00-22:00; D: 08:00-21:00";41.883528;"TARADELL";2.283806;"I";"Taradell";NA;NA;NA;NA;NA;1.269;0.92;NA;NA;1.399;NA;NA;1.54;NA;"BARCELONA";"dm";"AREA DE SERVEIS TARADELL,SL";"P";0;0;1596;1137;"08";"09";TRUE
"08329";"AUTOPISTA C32 KM. 89";"L-D: 06:00-22:00";41.493028;"TEIA CENTRE";2.333917;"N";"Teià";NA;NA;NA;NA;NA;1.419;NA;1.489;NA;1.599;NA;NA;1.759;NA;"BARCELONA";"OM";"GALP";"P";0;0;2932;1140;"08";"09";FALSE
"08329";"C-32 PK 88,5";"L-D: 24H";41.491917;"VICTOR FONT GUAL";2.333944;"D";"Teià";NA;NA;NA;NA;NA;1.459;NA;1.509;NA;1.599;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2223;1140;"08";"09";FALSE
"08221";"COLOM ESQUINA AV TEXTIL - POL.IND. SANTA MARGARIDA 2,";"L-D: 24H";41.545722;"TERRASSA";2.0275;"N";"Terrassa";NA;NA;NA;NA;NA;1.284;NA;1.354;NA;1.384;NA;NA;1.514;NA;"BARCELONA";"dm";"Q8";"P";0;0;1734;1141;"08";"09";TRUE
"08222";"CALLE COLON, 123";"L: 06:00-23:59";41.558444;"TERRASSA";2.024278;"D";"Terrassa";NA;NA;NA;NA;0.869;1.405;NA;1.455;NA;1.529;NA;NA;1.679;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2456;1141;"08";"09";FALSE
"08222";"CALLE COLON, 125";"L-S: 08:00-16:00";41.558833;"TERRASSA";2.024056;"I";"Terrassa";NA;NA;NA;NA;NA;1.405;NA;1.455;NA;1.529;NA;NA;1.679;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2457;1141;"08";"09";FALSE
"08227";"AVENIDA DEL VALLÈS, 4";"L-V: 05:00-22:00; S: 06:00-22:00";41.548056;"TERRASSA";2.040417;"D";"Terrassa";NA;NA;NA;NA;NA;1.399;NA;1.449;NA;1.529;NA;NA;1.669;NA;"BARCELONA";"OM";"PETROCAT";"P";0;0;1855;1141;"08";"09";TRUE
"08227";"CALLE CAMI FONT DE LES CANYES,D, 54";"L-D: 24H";41.581556;"TERRASSA";2.032944;"N";"Terrassa";NA;NA;NA;NA;NA;1.269;NA;1.349;NA;1.389;NA;NA;1.529;NA;"BARCELONA";"dm";"PETRO VALLES";"P";0;0;12626;1141;"08";"09";TRUE
"08227";"CARRETERA MONTCADA KM. 666";"L-D: 24H";41.557472;"TERRASSA";2.035333;"D";"Terrassa";NA;NA;NA;NA;NA;1.299;NA;1.349;NA;1.419;NA;NA;NA;NA;"BARCELONA";"dm";"PETROLOWCOST";"P";0;0;12036;1141;"08";"09";TRUE
"08227";"CARRETERA MONTCADA, DE KM. 670";"L-D: 24H";41.557278;"TERRASSA";2.035167;"D";"Terrassa";NA;NA;2.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BARCELONA";"dm";"HAM";"P";0;0;15054;1141;"08";"09";TRUE
"08227";"AVENIDA MADRID, 15";"L-D: 24H";41.559278;"TERRASSA";2.037667;"N";"Terrassa";NA;NA;NA;NA;NA;1.287;NA;NA;NA;1.407;NA;NA;NA;NA;"BARCELONA";"dm";"BALLENOIL";"P";0;0;12287;1141;"08";"09";TRUE
"08223";"AVENIDA SANTA EULALIA, DE, 240";"L-D: 24H";41.551722;"TERRASSA";2.025361;"D";"Terrassa";NA;NA;NA;NA;NA;1.244;NA;NA;NA;1.384;NA;NA;NA;NA;"BARCELONA";"dm";"BENZOIL";"P";0;0;14657;1141;"08";"09";TRUE
"08223";"AVENIDA TEXTIL,DEL, 34";"L-D: 06:00-22:00";41.544639;"TERRASSA";2.025056;"N";"Terrassa";NA;NA;NA;NA;NA;1.314;NA;1.394;NA;1.404;NA;NA;1.534;NA;"BARCELONA";"OM";"GALP";"P";0;0;10667;1141;"08";"09";FALSE
"08223";"CALLE GUILLEM DE MUNTANYANS, 208";"L-D: 06:00-23:59";41.553361;"TERRASSA";2.011833;"N";"Terrassa";NA;NA;NA;NA;NA;1.389;NA;1.479;NA;1.539;NA;NA;1.681;NA;"BARCELONA";"dm";"BP TREVOL";"P";0;0;2466;1141;"08";"09";TRUE
"08228";"CALLE ROMA, DE, 2";"L-D: 24H";41.533167;"TERRASSA";2.035361;"D";"Terrassa";NA;NA;NA;NA;NA;1.339;1.089;1.489;NA;1.549;NA;NA;1.699;NA;"BARCELONA";"dm";"REPSOL";"P";0;0;2835;1141;"08";"09";FALSE
"08228";"CARRETERA C-1415A KM. 20";"L-D: 06:00-22:00";41.5915;"TERRASSA";2.038222;"D";"Terrassa";NA;NA;NA;NA;NA;1.399;NA;1.449;NA;1.529;NA;NA;1.679;NA;"BARCELONA";"OM";"PETROCAT";"P";0;0;2064;1141;"08";"09";TRUE
"08228";"CARRER CR. BP-1503 DE RUBI A TERRASSA, 325";"L-D: 24H";41.534472;"TERRASSA";2.033778;"D";"Terrassa";NA;NA;NA;NA;NA;1.279;NA;1.339;NA;1.419;NA;NA;NA;NA;"BARCELONA";"dm";"PETRO7 - PETROLIS INDEPENDENTS";"P";0;0;12280;1141;"08";"09";TRUE
"08228";"CALLE VENUS, DE, 19";"L-D: 24H";41.543639;"TERRASSA";2.032778;"I";"Terrassa";NA;NA;NA;NA;NA;1.355;NA;NA;NA;1.479;NA;NA;NA;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;10669;1141;"08";"09";TRUE
"08224";"CARRETERA C-243 KM. 10,9";"L-D: 24H";41.540861;"TERRASSA";1.990278;"D";"Terrassa";NA;NA;NA;NA;NA;1.419;NA;1.479;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"dm";"REPSOL";"P";0;0;1844;1141;"08";"09";FALSE
"08224";"CALLE RAMBLA PARE ALEGRE, S/N";"L-D: 24H";41.553389;"TERRASSA";2.007722;"D";"Terrassa";NA;NA;NA;NA;NA;1.305;NA;1.405;NA;1.429;NA;NA;1.679;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;8127;1141;"08";"09";TRUE
"08224";"CARRETERA CASTELLAR KM. S/N";"L-D: 24H";41.579944;"TERRASSA";2.035;"N";"Terrassa";NA;NA;NA;NA;NA;1.299;NA;1.329;NA;1.429;NA;NA;1.599;NA;"BARCELONA";"dm";"SUPECO";"P";0;0;1690;1141;"08";"09";TRUE
"08224";"Rambla Pare Alegre, 39";"L-D: 24H";41.555806;"TERRASSA";2.007621;"N";"Terrassa";NA;NA;NA;NA;NA;1.304;NA;NA;NA;1.409;NA;NA;NA;NA;"BARCELONA";"OM";"GALP";"P";0;0;2992;1141;"08";"09";FALSE
"08224";"CARRETERA D'OLESA KM. 240";"L-D: 06:00-22:00";41.555889;"TERRASSA";1.991972;"N";"Terrassa";NA;NA;NA;NA;0.849;1.304;NA;1.359;NA;1.419;NA;NA;1.599;NA;"BARCELONA";"OM";"GALP";"P";0;0;1865;1141;"08";"09";FALSE
"08225";"AVENIDA JOSEP TARRADELLAS,DE, 2";"L-D: 24H";41.570083;"TERRASSA";2.004694;"D";"Terrassa";NA;NA;NA;NA;NA;1.279;NA;1.329;NA;1.399;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;13203;1141;"08";"09";TRUE
"08225";"CALLE PARDO BAZAN, 2";"L-D: 24H";41.575333;"TERRASSA";2.007;"N";"Terrassa";NA;NA;NA;NA;NA;1.399;NA;1.499;NA;1.539;NA;NA;1.699;NA;"BARCELONA";"dm";"BP";"P";0;0;2246;1141;"08";"09";FALSE
"08225";"AVENIDA 22 DE JULIOL, 269";"L-D: 24H";41.570417;"TERRASSA";2.008444;"N";"Terrassa";NA;NA;NA;NA;NA;1.419;NA;1.469;NA;1.549;NA;NA;1.689;NA;"BARCELONA";"dm";"REPSOL";"P";0;0;3025;1141;"08";"09";FALSE
"08226";"AVENIDA BEJAR, 373";"L-D: 24H";41.580472;"TERRASSA";2.023139;"D";"Terrassa";NA;NA;NA;NA;NA;1.295;NA;1.395;NA;1.435;NA;NA;1.595;NA;"BARCELONA";"dm";"OCTOPO";"P";0;0;13347;1141;"08";"09";TRUE
"08226";"CTRA. DE MATADEPERA km 1,750";"L-D: 24H";41.585333;"TERRASSA";2.019149;"D";"Terrassa";NA;NA;NA;NA;NA;1.389;NA;1.479;NA;1.529;NA;NA;1.669;NA;"BARCELONA";"dm";"Q8";"P";0;0;1724;1141;"08";"09";TRUE
"08226";"Maestrazgo Esq.C/Matadepera,S/N";"L-D: 24H";41.576194;"TERRASSA";2.017028;"N";"Terrassa";NA;NA;NA;NA;NA;1.369;NA;1.389;NA;1.489;NA;NA;1.539;NA;"BARCELONA";"dm";"NIEVES";"P";0;0;2984;1141;"08";"09";TRUE
"08226";"AVENIDA VALLES, DEL, 484";"L-D: 24H";41.562361;"TERRASSA";2.034694;"D";"Terrassa";NA;NA;NA;NA;NA;1.305;NA;1.405;NA;1.429;1.569;NA;1.679;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;10662;1141;"08";"09";TRUE
"08226";"CARRETERA CASTELLAR KM. 200";"L-D: 24H";41.569472;"TERRASSA";2.027167;"N";"Terrassa";NA;NA;NA;NA;NA;1.269;NA;NA;NA;1.389;NA;NA;NA;NA;"BARCELONA";"dm";"PETRO VALLES";"P";0;0;2003;1141;"08";"09";TRUE
"08226";"AVENIDA BEJAR, DE, 399";"L-D: 24H";41.581167;"TERRASSA";2.025194;"D";"Terrassa";NA;NA;NA;NA;NA;1.305;NA;1.405;NA;1.429;NA;NA;NA;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;1540;1141;"08";"09";TRUE
"08226";"AVENIDA JAIME I, 1";"L-D: 24H";41.569278;"TERRASSA";2.025444;"N";"Terrassa";NA;NA;NA;NA;NA;1.269;NA;NA;NA;1.389;NA;NA;NA;NA;"BARCELONA";"dm";"PETRO VALLES";"P";0;0;1537;1141;"08";"09";TRUE
"08220";"AUTOPISTA C-58 KM. 17,2";"L-D: 24H";41.541917;"TERRASSA";2.0505;"I";"Terrassa";NA;NA;NA;NA;NA;1.305;NA;1.405;NA;1.429;NA;NA;NA;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;8130;1141;"08";"09";TRUE
"08220";"AUTOPISTA C-58 KM. 17,2";"L-D: 24H";41.543139;"TERRASSA";2.050611;"D";"Terrassa";NA;NA;NA;NA;NA;1.305;NA;1.405;NA;1.429;NA;NA;NA;NA;"BARCELONA";"OM";"PETROCAT DIRECTE";"P";0;0;8129;1141;"08";"09";TRUE
"08220";"AVENIDA VALLES, 149";"L: 06:00-23:00";41.55275;"TERRASSA";2.039944;"N";"Terrassa";NA;NA;NA;NA;NA;1.309;NA;1.399;NA;1.429;NA;NA;NA;NA;"BARCELONA";"dm";"COBASA";"P";0;0;9130;1141;"08";"09";TRUE
"08220";"CARRETERA RUBI, DE KM. 22,500";"L-D: 24H";41.537444;"TERRASSA";2.027917;"I";"Terrassa";NA;NA;NA;NA;NA;1.325;NA;1.375;NA;1.449;NA;NA;1.599;NA;"BARCELONA";"OM";"CAMPSA EXPRESS";"P";0;0;10546;1141;"08";"09";TRUE
"08551";"AVENIDA VECINAL, S/N";"L-S: 24H";41.85325;"TONA";2.234861;"N";"Tona";NA;NA;NA;NA;NA;1.289;NA;NA;NA;1.439;NA;NA;NA;NA;"BARCELONA";"OM";"SHELL";"P";0;0;8213;1143;"08";"09";FALSE
"08551";"AUTOVIA C-17 KM. 50";"L-D: 06:00-22:00";41.845083;"TONA";2.23225;"I";"Tona";NA;NA;NA;NA;NA;1.329;NA;1.429;NA;1.469;NA;NA;1.601;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2054;1143;"08";"09";FALSE
"08551";"CARRETERA C-17 KM. 50";"L-D: 06:00-22:00";41.845;"TONA";2.233278;"D";"Tona";NA;NA;NA;NA;NA;1.329;NA;1.429;NA;1.469;NA;NA;1.601;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2781;1143;"08";"09";FALSE
"08490";"AUTOVIA A-2 KM. 680,9";"L-D: 06:00-22:00";41.693972;"TORDERA";2.723667;"I";"Tordera";NA;NA;NA;NA;NA;1.415;1.029;1.481;NA;1.563;NA;NA;1.695;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2931;1144;"08";"09";FALSE
"08490";"CARRETERA NACIONAL II KM. 684";"L-D: 06:00-21:00";41.719528;"TORDERA";2.735361;"D";"Tordera";NA;NA;NA;NA;NA;1.359;NA;1.425;NA;1.514;NA;NA;1.646;NA;"BARCELONA";"dm";"CEPSA";"P";0;0;10315;1144;"08";"09";FALSE
"08399";"CARRETERA CTRA GI-512 KM. 1";"L-D: 24H";41.707944;"TORDERA";2.720889;"D";"Tordera";NA;NA;NA;NA;0.899;1.273;NA;NA;NA;1.389;NA;NA;NA;NA;"BARCELONA";"dm";"LA FARINERA";"P";0;0;11457;1144;"08";"09";TRUE
"08570";"CARRER COMPTE BORREL, 1";"L-D: 24H";42.055528;"TORELLO";2.258028;"N";"Torelló";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;11628;1145;"08";"09";TRUE
"08570";"CALLE NOU, 264";"L-D: 24H";42.039528;"TORELLO";2.274861;"N";"Torelló";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;13256;1145;"08";"09";TRUE
"08570";"CALLE CALLE DEL TER, 45";"L-V: 05:00-22:00; S-D: 06:00-22:00";42.048694;"TORELLO";2.253;"N";"Torelló";NA;NA;NA;NA;NA;1.349;NA;1.419;NA;1.489;NA;NA;1.649;NA;"BARCELONA";"OM";"GALP";"P";0;0;1638;1145;"08";"09";FALSE
"08789";"CARRER VILANOVA IGUALADA, 8,3";"L-D: 06:00-22:00";41.536889;"CA L'ANTON";1.679778;"D";"Torre de Claramunt (La)";NA;NA;NA;NA;NA;1.399;NA;1.449;NA;1.539;NA;NA;1.659;NA;"BARCELONA";"OM";"PETRONOR";"P";0;0;1829;1146;"08";"09";TRUE
"08629";"CARRETERA BV-2005 KM. 4,7";"L-D: 24H";41.3655;"TORRELLES DE LLOBREGAT";1.985083;"I";"Torrelles de Llobregat";NA;NA;NA;NA;NA;1.185;NA;NA;NA;1.314;NA;NA;NA;NA;"BARCELONA";"dm";"BONAREA";"P";0;0;1613;1149;"08";"09";TRUE
"08233";"CARRETERA E-9/C-16 KM. 35,5";"L-D: 24H";41.611139;"VACARISSES";1.891361;"D";"Vacarisses";NA;NA;NA;NA;NA;1.409;NA;1.475;NA;1.563;NA;NA;1.695;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;1700;1151;"08";"09";FALSE
"08233";"CARRETERA E-9/C-16 KM. 35,500";"L-D: 24H";41.6125;"VACARISSES";1.888889;"I";"Vacarisses";NA;NA;NA;NA;NA;1.419;NA;1.485;NA;1.563;NA;NA;1.695;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;1699;1151;"08";"09";FALSE
"08233";"CALLE BERLIN, 9";"L-D: 24H";41.592917;"POLIGON INDUSTRIAL CAN TORRELLA";1.912722;"N";"Vacarisses";NA;NA;NA;NA;NA;1.319;NA;NA;NA;1.439;NA;NA;NA;NA;"BARCELONA";"dm";"PETROALFA";"P";0;0;12986;1151;"08";"09";TRUE
"08470";"CARRETERA C-61 KM. 11";"L: 06:30-22:00";41.643611;"VALLGORGUINA";2.518028;"D";"Vallgorguina";NA;NA;NA;NA;NA;1.419;NA;1.485;NA;1.559;NA;NA;1.691;NA;"BARCELONA";"dm";"CEPSA";"P";0;0;2072;1154;"08";"09";FALSE
"08759";"CARRETERA N-340 KM. 1229,7";"L-V: 05:00-23:00; S-D: 06:00-23:00";41.390472;"LLEDONER (EL)";1.885472;"D";"Vallirana";NA;NA;NA;NA;NA;1.339;NA;1.359;NA;1.489;NA;NA;1.539;NA;"BARCELONA";"dm";"NIEVES";"P";0;0;11513;1155;"08";"09";TRUE
