"c_p";"direccion";"horario";"latitud";"localidad";"longitud_wgs84";"margen";"municipio";"precio_biodiesel";"precio_bioetanol";"precio_gas_natural_comprimido";"precio_gas_natural_licuado";"precio_gases_licuados_del_petroleo";"precio_gasoleo_a";"precio_gasoleo_b";"precio_gasoleo_premium";"precio_gasolina_95_e10";"precio_gasolina_95_e5";"precio_gasolina_95_e5_premium";"precio_gasolina_98_e10";"precio_gasolina_98_e5";"precio_hidrogeno";"provincia";"remision";"rotulo";"tipo_venta";"percent_bio_etanol";"percent_ester_metilico";"ideess";"id_municipio";"id_provincia";"idccaa";"low_cost"
"08759";"CL MAYOR, 610";"L-D: 06:00-22:00";41.38275;"VALLIRANA PARC";1.927528;"D";"Vallirana";NA;NA;NA;NA;0.869;1.459;NA;1.509;NA;1.589;NA;NA;1.699;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2452;1155;"08";"09";FALSE
"08759";"CARRETERA N-340 KM. 1234,5";"L-D: 06:00-22:00";41.379556;"VALLIRANA PARC";1.919694;"N";"Vallirana";NA;NA;NA;NA;NA;1.409;NA;1.479;NA;1.539;NA;NA;1.649;NA;"BARCELONA";"OM";"GALP";"P";0;0;8288;1155;"08";"09";FALSE
"08759";"CALLE MAJOR, 12";"L-V: 06:00-23:00; S: 07:00-23:00; D: 07:30-23:00";41.389083;"VALLIRANA PARC";1.944667;"D";"Vallirana";NA;NA;NA;NA;NA;1.329;NA;NA;NA;1.475;NA;NA;NA;NA;"BARCELONA";"dm";"VALLIWASH-PETROMIRALLES";"P";0;0;13610;1155;"08";"09";TRUE
"08188";"CARRETERA C5502 KM. 7,4";"L-V: 08:00-16:00";41.525611;"VALLROMANES";2.293083;"I";"Vallromanes";NA;NA;NA;NA;NA;1.469;NA;1.559;NA;1.589;NA;NA;1.731;NA;"BARCELONA";"dm";"BP COMERCIAL VALLROMANAS";"P";0;0;10341;1156;"08";"09";TRUE
"08500";"CTRA. DE RODA, 67";"L-D: 07:00-23:00";41.984556;"VIC";2.310056;"N";"Vic";NA;NA;NA;NA;NA;1.279;0.899;1.339;NA;1.389;NA;NA;1.569;NA;"BARCELONA";"dm";"FEIXAS AULET";"P";0;0;1663;1158;"08";"09";TRUE
"08500";"C/ LLEIDA, 2 P.ACTIV. ECONOMIQUES";"L-D: 24H";41.947278;"VIC";2.271167;"N";"Vic";NA;NA;NA;NA;NA;1.219;0.899;1.309;NA;1.339;NA;NA;NA;NA;"BARCELONA";"dm";"ZONA DIESEL";"P";0;0;1661;1158;"08";"09";TRUE
"08500";"CALLE RIPOLL, 1";"L-D: 24H";41.945917;"VIC";2.253111;"N";"Vic";NA;NA;NA;NA;NA;1.259;NA;1.309;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;1686;1158;"08";"09";TRUE
"08500";"C/Industria, esquina C/Torrelló , s/n (C.C.CHAMPION)";"L-S: 09:00-21:30";41.929611;"VIC";2.266389;"N";"Vic";NA;NA;NA;NA;NA;1.349;NA;1.379;NA;1.459;NA;NA;1.599;NA;"BARCELONA";"dm";"SUPECO";"P";0;0;1698;1158;"08";"09";TRUE
"08500";"POLIGONO CR C-153 PGNO. MALLOLES, 2,7";"L-V: 05:00-21:00; S-D: 06:00-21:00";41.952222;"VIC";2.277472;"D";"Vic";NA;NA;NA;NA;NA;1.469;NA;1.549;NA;1.549;NA;NA;1.699;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2275;1158;"08";"09";FALSE
"08500";"SABADELL, 4-6";"L-D: 24H";41.942194;"VIC";2.253944;"N";"Vic";NA;NA;NA;NA;NA;1.299;0.899;1.469;NA;1.459;NA;NA;1.639;NA;"BARCELONA";"dm";"SHELL";"P";0;0;9147;1158;"08";"09";FALSE
"08500";"CENTRO COMERCIAL CAPRABO VIC";"L-D: 24H";41.945417;"VIC";2.25175;"N";"Vic";NA;NA;NA;NA;NA;1.198;NA;1.258;NA;1.328;NA;NA;NA;NA;"BARCELONA";"dm";"PETROLIS INDEPENDENTS - PETRO7";"P";0;0;1746;1158;"08";"09";TRUE
"08500";"CALLE TORELLO, 65";"L-D: 06:30-22:30";41.93375;"VIC";2.266194;"D";"Vic";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.529;NA;NA;1.671;NA;"BARCELONA";"dm";"BP";"P";0;0;10182;1158;"08";"09";FALSE
"08500";"PASEO GENERALITAT, 33";"L-V: 06:00-22:00; S-D: 08:00-16:00";41.920667;"VIC";2.252833;"D";"Vic";NA;NA;NA;NA;NA;1.419;NA;1.485;NA;1.563;NA;NA;1.695;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;1791;1158;"08";"09";FALSE
"08500";"AVENIDA EIX 11 DE SETEMBRE, 12";"L-D: 24H";41.928111;"VIC";2.245583;"D";"Vic";NA;NA;NA;NA;0.869;1.469;NA;1.559;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2515;1158;"08";"09";FALSE
"08500";"AVINGUDA EIX 11 DE SETEMBRE, 12";"L-D: 06:00-22:00";41.928167;"VIC";2.244667;"I";"Vic";NA;NA;NA;NA;NA;1.469;NA;1.559;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2516;1158;"08";"09";FALSE
"08500";"CALLE LLEIDA, 6";"L-D: 24H";41.946083;"VIC";2.264417;"D";"Vic";NA;NA;NA;NA;NA;1.189;NA;NA;NA;1.319;NA;NA;NA;NA;"BARCELONA";"dm";"GMOIL";"P";0;0;13481;1158;"08";"09";TRUE
"08500";"CARRER MATARO, S/N";"L-D: 24H";41.939778;"VIC";2.249083;"D";"Vic";NA;NA;NA;NA;NA;1.189;NA;NA;NA;1.319;NA;NA;NA;NA;"BARCELONA";"dm";"BONAREA";"P";0;0;10904;1158;"08";"09";TRUE
"08840";"AVENIDA DE LA GENERALITAT, 198";"L-J: 08:30-21:30; V-S: 24H; D: 00:00-20:00";41.308944;"VILADECANS";2.012556;"N";"Viladecans";NA;NA;NA;NA;NA;1.419;NA;1.449;NA;1.569;NA;NA;1.679;NA;"BARCELONA";"dm";"CARREFOUR";"P";0;0;1694;1160;"08";"09";TRUE
"08840";"CR C-31, 186,58";"L-D: 06:00-22:00";41.275028;"VILADECANS";2.048222;"I";"Viladecans";NA;NA;NA;NA;0.869;1.449;NA;1.519;NA;1.609;NA;NA;1.739;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2501;1160;"08";"09";FALSE
"08840";"CALLE AGRICULTURA, 19";"L-D: 24H";41.310167;"VILADECANS";2.018361;"N";"Viladecans";NA;NA;NA;NA;NA;1.439;NA;1.529;NA;1.584;NA;NA;1.726;NA;"BARCELONA";"OM";"BP VILADECANS";"P";0;0;1802;1160;"08";"09";TRUE
"08840";"AVENIDA DE GAVÁ, ESQ. JOSEP TARRADELLAS, SN";"L-V: 05:00-22:00; S-D: 06:00-22:00";41.312194;"VILADECANS";2.015861;"N";"Viladecans";NA;NA;NA;NA;NA;1.429;NA;1.499;NA;1.574;NA;NA;1.714;NA;"BARCELONA";"OM";"GALP";"P";0;0;1639;1160;"08";"09";FALSE
"08840";"AVENIDA PROGRESO ESQUINA CAN CALDERÓN, SN";"L-D: 06:00-22:00";41.3215;"VILADECANS";2.030639;"N";"Viladecans";NA;NA;NA;NA;NA;1.429;NA;1.499;NA;1.574;NA;NA;1.714;NA;"BARCELONA";"OM";"GALP";"P";0;0;3018;1160;"08";"09";FALSE
"08440";"AVENIDA SEGLE XXI, 44";"L-D: 24H";41.317639;"VILADECANS";2.031028;"D";"Viladecans";NA;NA;NA;NA;NA;1.339;NA;NA;NA;1.469;NA;NA;NA;NA;"BARCELONA";"dm";"BALLENOIL";"P";0;0;12621;1160;"08";"09";TRUE
"08440";"AVENIDA PROGRÉS, 25-27";"L-D: 24H";41.318472;"VILADECANS";2.036139;"D";"Viladecans";NA;NA;1.199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BARCELONA";"dm";"NATURGY";"P";0;0;13378;1160;"08";"09";TRUE
"08232";"CR BP-1213, 1,8 (BP-1213 km 1,85)";"L-D: 06:00-22:00";41.562278;"VILADECAVALLS";1.967583;"D";"Viladecavalls";NA;NA;NA;NA;NA;1.419;NA;1.479;NA;1.559;NA;NA;1.709;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2342;1161;"08";"09";FALSE
"08232";"CALLE RAMON LLULL ESQUINA STA.MARIA DE TOUDELL, S/N";"L-D: 24H";41.562833;"CAN TRIAS INDUSTRIAL";1.979444;"D";"Viladecavalls";NA;NA;NA;NA;NA;1.186;NA;NA;NA;1.316;NA;NA;NA;NA;"BARCELONA";"dm";"BONAREA";"P";0;0;12411;1161;"08";"09";TRUE
"08720";"AVENIDA RONDA MAR, 24";"L-D: 24H";41.334722;"VILAFRANCA DEL PENEDES";1.700083;"D";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.349;NA;NA;NA;1.469;NA;NA;NA;NA;"BARCELONA";"dm";"BY ENERGY";"P";0;0;13623;1162;"08";"09";TRUE
"08720";"CALLE IGUALADA, 70";"L-D: 24H";41.350611;"VILAFRANCA DEL PENEDES";1.705639;"D";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.394;0.999;1.424;NA;1.524;NA;NA;1.632;NA;"BARCELONA";"dm";"SERVICIOS PENEDES SA";"P";0;0;1553;1162;"08";"09";TRUE
"08720";"AVINGUDA TARRAGONA, 84";"L-D: 07:00-23:00";41.341722;"VILAFRANCA DEL PENEDES";1.694611;"N";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.359;NA;1.389;NA;1.499;NA;NA;1.629;NA;"BARCELONA";"dm";"MEROIL";"P";0;0;1622;1162;"08";"09";TRUE
"08720";"AVENIDA TARRAGONA, 132-142";"L-D: 24H";41.332167;"VILAFRANCA DEL PENEDES";1.679278;"N";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.259;NA;1.309;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;12982;1162;"08";"09";TRUE
"08720";"CALLE LA MUNIA, 2";"L-D: 24H";41.338944;"VILAFRANCA DEL PENEDES";1.687583;"N";"Vilafranca del Penedès";1.309;NA;NA;NA;0.869;1.309;1.064;1.339;NA;NA;1.399;NA;NA;NA;"BARCELONA";"dm";"PETROMIRALLES";"P";0;20;2033;1162;"08";"09";TRUE
"08720";"AVENIDA DE BARCELONA, 34";"L-D: 06:00-22:00";41.346222;"VILAFRANCA DEL PENEDES";1.703667;"D";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.425;NA;1.515;NA;1.539;NA;NA;NA;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2477;1162;"08";"09";FALSE
"08720";"AVINGUDA TARRAGONA, 107";"L-D: 24H";41.341194;"VILAFRANCA DEL PENEDES";1.694417;"N";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.359;NA;1.389;NA;1.499;NA;NA;1.629;NA;"BARCELONA";"dm";"BENZINERES MONTOIL";"P";0;0;2028;1162;"08";"09";TRUE
"08720";"CARRETERA N-340 KM. 1213,7";"L-D: 06:00-22:00";41.350083;"VILAFRANCA DEL PENEDES";1.720944;"D";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.415;NA;1.481;NA;1.559;NA;NA;NA;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2853;1162;"08";"09";FALSE
"08720";"CARRETERA BARCELONA KM. 115";"L-D: 24H";41.348167;"VILAFRANCA DEL PENEDES";1.710333;"N";"Vilafranca del Penedès";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.379;NA;NA;NA;NA;"BARCELONA";"dm";"ESCLATOIL";"P";0;0;1681;1162;"08";"09";TRUE
"08410";"CARRETERA BV-5001 SANT ADRIA-LA ROCA KM. 19,9";"L-D: 06:00-22:00";41.551778;"VILANOVA DEL VALLES";2.285083;"I";"Vilanova del Vallès";NA;NA;NA;NA;NA;1.489;NA;1.549;NA;1.609;NA;NA;1.759;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2517;1166;"08";"09";FALSE
"08800";"AVENIDA VILAFRANCA, S/N";"L-V: 06:30-22:00; S-D: 07:00-21:00";41.239028;"VILANOVA I LA GELTRU";1.726111;"I";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.419;NA;1.485;NA;1.569;NA;NA;NA;NA;"BARCELONA";"dm";"CEPSA";"P";0;0;2313;1167;"08";"09";FALSE
"08800";"AVINGUDA EDUARD TOLDRA, 62";"L-D: 06:00-22:00";41.227444;"VILANOVA I LA GELTRU";1.737;"N";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.299;NA;1.319;NA;1.399;NA;NA;1.509;NA;"BARCELONA";"dm";"AVIA";"P";0;0;1623;1167;"08";"09";TRUE
"08800";"AVENIDA EDUARD TOLDRA, 60";"L-D: 24H";41.228556;"VILANOVA I LA GELTRU";1.737056;"D";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.278;NA;1.308;NA;1.369;NA;NA;1.495;NA;"BARCELONA";"dm";"EVOLUTION";"P";0;0;2983;1167;"08";"09";TRUE
"08800";"CALLE METALURGIA, 4";"L-D: 24H";41.221667;"VILANOVA I LA GELTRU";1.736861;"N";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.277;NA;1.307;NA;1.368;NA;NA;1.494;NA;"BARCELONA";"dm";"ALCAMPO";"P";0;0;2053;1167;"08";"09";TRUE
"08800";"AVENIDA EDUARD TOLDRA, 68";"L-D: 06:00-22:00";41.230167;"VILANOVA I LA GELTRU";1.73925;"D";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.399;NA;1.489;NA;1.539;NA;NA;1.681;NA;"BARCELONA";"OM";"BP VILANOVA - AV EDUARDO TOLDRA";"P";0;0;2887;1167;"08";"09";TRUE
"08800";"AVENIDA BALMES, 35";"L-D: 24H";41.219333;"VILANOVA I LA GELTRU";1.721806;"I";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.399;NA;1.489;NA;1.539;NA;NA;1.681;NA;"BARCELONA";"OM";"BP VILANOVA - AV BALMES";"P";0;0;2888;1167;"08";"09";TRUE
"08800";"RONDA EUROPA, S/N";"L-D: 24H";41.232333;"VILANOVA I LA GELTRU";1.736278;"D";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.389;NA;1.455;NA;1.528;NA;NA;1.66;NA;"BARCELONA";"OM";"CEPSA";"P";0;0;2884;1167;"08";"09";FALSE
"08800";"CL RONDA EUROPA, 58";"L-D: 06:00-22:00";41.220889;"VILANOVA I LA GELTRU";1.738556;"D";"Vilanova i la Geltrú";NA;NA;NA;NA;0.869;1.449;NA;1.539;NA;1.579;NA;NA;1.729;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;2807;1167;"08";"09";FALSE
"08800";"AVINGUDA EDUARDO TOLDRA, 67";"L-D: 06:00-22:00";41.228278;"VILANOVA I LA GELTRU";1.735833;"N";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.389;NA;1.459;NA;1.529;NA;NA;1.669;NA;"BARCELONA";"OM";"GALP";"P";0;0;1845;1167;"08";"09";FALSE
"08800";"RONDA EUROPA CANTONADA CARRER SOLICRUP, S/N";"L-D: 24H";41.222861;"VILANOVA I LA GELTRU";1.738722;"D";"Vilanova i la Geltrú";NA;NA;NA;NA;NA;1.389;NA;NA;NA;1.499;NA;NA;NA;NA;"BARCELONA";"dm";"GASUIR";"P";0;0;12815;1167;"08";"09";TRUE
"08339";"CALLE PIO XII, S.N.";"L-D: 06:00-22:00";41.511278;"VILASSAR DE DALT";2.361389;"D";"Vilassar de Dalt";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.609;NA;NA;1.759;NA;"BARCELONA";"OM";"REPSOL";"P";0;0;1808;1168;"08";"09";FALSE
"08340";"POL.IND.\"ELS.GARROFERS\", 38";"L-D: 24H";41.512361;"VILASSAR DE MAR";2.384556;"N";"Vilassar de Mar";NA;NA;NA;NA;NA;1.259;NA;NA;NA;1.379;NA;NA;1.539;NA;"BARCELONA";"dm";"BENZINERA  \" 38 \"";"P";0;0;8232;1169;"08";"09";TRUE
"08340";"CARRETERA NACIONAL II KM. 639,5";"L-D: 24H";41.495722;"VILASSAR DE MAR";2.379111;"I";"Vilassar de Mar";NA;NA;NA;NA;NA;1.439;NA;1.529;NA;1.579;NA;NA;1.721;NA;"BARCELONA";"dm";"BPOIL";"P";0;0;9475;1169;"08";"09";TRUE
"48220";"BARRIO MURUETA, S/N";"L-D: 24H";43.171889;"ABADIÑO-ZELAIETA";-2.618111;"N";"Abadiño";NA;NA;NA;NA;NA;1.315;NA;1.335;NA;1.455;NA;NA;1.575;NA;"BIZKAIA";"dm";"EROSKI";"P";0;0;155;7457;"48";"16";TRUE
"48220";"CTRA.FORAL BI-633 km 32,3";"L: 07:00-22:00";43.170556;"ABADIÑO-ZELAIETA";-2.597556;"N";"Abadiño";NA;NA;NA;NA;NA;1.359;NA;1.419;NA;1.479;NA;NA;1.609;NA;"BIZKAIA";"dm";"EUSKOIL-STAR PETROLEUM";"P";0;0;1;7457;"48";"16";TRUE
"48500";"POL.IND. EL CAMPILLO, PARC. 1-2 FASE II";"L-V: 06:00-22:00; S: 08:00-15:00";43.307222;"ABANTO";-3.078528;"D";"Abanto y Ciérvana-Abanto Zierbena";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.579;NA;NA;1.719;NA;"BIZKAIA";"dm";"E.S.EL CAMPILLO";"P";0;0;9933;7458;"48";"16";TRUE
"48500";"AT A-8, 131";"L-D: 24H";43.3285;"ABANTO";-3.068806;"D";"Abanto y Ciérvana-Abanto Zierbena";NA;NA;NA;NA;0.889;1.459;NA;1.549;NA;1.569;NA;NA;1.709;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;244;7458;"48";"16";TRUE
"48500";"AT A-8, 131";"L-D: 24H";43.327111;"ABANTO";-3.067722;"I";"Abanto y Ciérvana-Abanto Zierbena";NA;NA;NA;NA;NA;1.459;NA;1.549;NA;1.569;NA;NA;1.709;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;245;7458;"48";"16";TRUE
"48500";"CR N-634, 127,2";"L-D: 06:00-22:00";43.321861;"ABANTO";-3.068056;"D";"Abanto y Ciérvana-Abanto Zierbena";NA;NA;NA;NA;NA;1.449;NA;1.519;NA;1.569;NA;NA;1.689;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;228;7458;"48";"16";FALSE
"48810";"CR BI-636, 4";"L-V: 06:00-20:00; S-D: 09:00-20:00";43.246528;"ALONSOTEGI";-2.980472;"I";"Alonsotegi";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.559;NA;NA;1.709;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;241;7460;"48";"16";TRUE
"48340";"CR N-634, 93";"L-V: 06:00-22:00; S-D: 08:00-22:00";43.228917;"AMOREBIETA";-2.752944;"D";"Amorebieta-Etxano";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.559;NA;NA;1.709;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;227;7461;"48";"16";FALSE
"48340";"CR A-8  BILBAO BEHOBIA P.K. 99,7";"L-D: 24H";43.231556;"AMOREBIETA";-2.756306;"D";"Amorebieta-Etxano";NA;NA;NA;NA;0.859;1.459;NA;1.549;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;203;7461;"48";"16";TRUE
"48340";"CR A-8 BILBAO-BEHOBIA ,P.K. 100";"L-D: 24H";43.230083;"AMOREBIETA";-2.754028;"I";"Amorebieta-Etxano";NA;NA;NA;NA;0.859;1.459;NA;1.549;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;204;7461;"48";"16";TRUE
"48340";"CARRETERA BI-635 KM. 20";"L-V: 06:30-20:00; S: 08:00-15:00";43.22925;"AMOREBIETA";-2.729444;"D";"Amorebieta-Etxano";NA;NA;NA;NA;NA;1.449;NA;1.529;NA;1.559;NA;NA;1.709;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;175;7461;"48";"16";FALSE
"48340";"CARRETERA BI-635 KM. 20";"L-V: 06:00-20:30; S: 08:00-14:00";43.229472;"AMOREBIETA";-2.729861;"I";"Amorebieta-Etxano";NA;NA;NA;NA;NA;1.449;NA;1.529;NA;1.559;NA;NA;NA;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;176;7461;"48";"16";FALSE
"48480";"AU AP-68, 6";"L-D: 24H";43.190194;"ARRIGORRIAGA";-2.897389;"D";"Arrigorriaga";NA;NA;NA;NA;0.869;1.469;NA;1.559;NA;1.569;1.619;NA;1.719;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;208;7469;"48";"16";TRUE
"48480";"AVENIDA AIXARTE,";"L-V: 06:00-22:00; S-D: 07:00-22:00";43.201194;"ARRIGORRIAGA";-2.898583;"N";"Arrigorriaga";NA;NA;NA;NA;NA;1.419;0.99;1.459;NA;1.549;NA;NA;1.649;NA;"BIZKAIA";"dm";"AVIA AJARTE";"P";0;0;15;7469;"48";"16";TRUE
"48142";"CRTA. N-240 BILBAO - VITORIA (N-240 km 26)";"L-D: 06:00-22:00";43.134111;"ELEJABEITIA";-2.781;"D";"Artea";NA;NA;NA;NA;NA;1.439;1.029;NA;NA;1.559;NA;NA;1.699;NA;"BIZKAIA";"dm";"ARTEA OIL , S.A.";"P";0;0;11093;7470;"48";"16";TRUE
"48130";"CR. BI-100 km 25,7";"L-V: 07:00-22:00; S-D: 08:00-22:00";43.411583;"BASIGO";-2.814667;"N";"Bakio";NA;NA;NA;NA;NA;1.399;NA;NA;NA;1.529;NA;NA;NA;NA;"BIZKAIA";"dm";"AVIA";"P";0;0;150;7474;"48";"16";TRUE
"48800";"PLAZA LOS FUEROS,";"L-V: 07:30-20:30; S: 08:00-14:00";43.193722;"BALMASEDA";-3.196194;"D";"Balmaseda";NA;NA;NA;NA;NA;1.429;NA;NA;NA;1.549;NA;NA;NA;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;198;7475;"48";"16";FALSE
"48902";"CL DE LA RIBERA , 11";"L-D: 07:00-22:00";43.292806;"SAN VICENTE DE BARAKALDO";-3.004722;"D";"Barakaldo";NA;NA;NA;NA;0.889;1.459;NA;1.549;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;246;7476;"48";"16";FALSE
"48903";"CALLE MUNOA,, SN";"L-D: 06:00-22:00";43.280083;"SAN VICENTE DE BARAKALDO";-2.978861;"D";"Barakaldo";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;211;7476;"48";"16";FALSE
"48903";"CALLE KAREAGA, 40";"L-D: 24H";43.287194;"SAN VICENTE DE BARAKALDO";-3.004194;"N";"Barakaldo";NA;NA;NA;NA;NA;1.357;NA;1.397;NA;1.497;NA;NA;NA;NA;"BIZKAIA";"dm";"EROSKI";"P";0;0;156;7476;"48";"16";TRUE
"48903";"CARRETERA BILBAO-SANTANDER KM. 120";"L-D: 06:00-22:00";43.288694;"SAN VICENTE DE BARAKALDO";-3.010167;"D";"Barakaldo";NA;NA;NA;NA;NA;1.394;NA;1.464;NA;1.534;NA;NA;NA;NA;"BIZKAIA";"OM";"GALP";"P";0;0;163;7476;"48";"16";FALSE
"48970";"CARRETERA BOLUETA-ARRIGORRIAGA KM. 6";"L-D: 06:00-22:00";43.226306;"ARIZGOITI";-2.889111;"D";"Basauri";NA;NA;NA;NA;NA;1.429;NA;1.519;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"dm";"PETRONOR";"P";0;0;206;7478;"48";"16";TRUE
"48970";"BARRIO IBARRETA, SN";"L-J: 06:00-15:30; V: 06:00-15:00; S: 06:00-10:00";43.231333;"ARIZGOITI";-2.886417;"I";"Basauri";NA;NA;NA;NA;NA;1.429;NA;1.499;NA;1.559;NA;NA;1.699;NA;"BIZKAIA";"dm";"CEPSA";"P";0;0;166;7478;"48";"16";FALSE
"48970";"POLIGONO ZABALANDI AUZOA, 20";"L-D: 24H";43.2275;"ARIZGOITI";-2.875889;"N";"Basauri";NA;NA;NA;NA;NA;1.329;NA;1.4;NA;1.469;NA;NA;NA;NA;"BIZKAIA";"dm";"EROSKI";"P";0;0;152;7478;"48";"16";TRUE
"48970";"AVENIDA CERVANTES, 51";"L-D: 24H";43.240944;"ARIZGOITI";-2.879028;"D";"Basauri";NA;NA;NA;NA;NA;1.255;NA;NA;NA;1.395;NA;NA;NA;NA;"BIZKAIA";"dm";"URBI LOW COST";"P";0;0;14709;7478;"48";"16";TRUE
"48970";"CALLE URBI, 4";"L-D: 24H";43.23825;"BASAURI";-2.875722;"D";"Basauri";NA;NA;NA;NA;NA;1.277;NA;NA;NA;1.417;NA;NA;NA;NA;"BIZKAIA";"dm";"EUSKADILOWCOST";"P";0;0;14693;7478;"48";"16";TRUE
"48640";"CALLE KISKENE, 1";"L-D: 07:00-22:00";43.372528;"BERANGO";-2.996639;"N";"Berango";NA;NA;NA;NA;0.889;1.429;NA;1.519;NA;1.549;1.599;NA;1.699;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;14281;7480;"48";"16";FALSE
"48370";"CR BI-631, 32";"L-D: 06:00-22:00";43.419889;"BERMEO";-2.736361;"I";"Bermeo";NA;NA;NA;NA;NA;1.419;0.935;1.489;NA;1.549;NA;NA;1.699;NA;"BIZKAIA";"OM";"PETRONOR";"P";0;0;180;7481;"48";"16";TRUE
"48240";"CARRETERA N-634 KM. 76,4";"L-D: 06:30-21:30";43.166722;"BERRIZ-OLAKUETA";-2.58525;"I";"Berriz";NA;NA;NA;NA;NA;1.415;NA;1.481;NA;1.539;NA;NA;NA;NA;"BIZKAIA";"OM";"CEPSA";"P";0;0;158;7483;"48";"16";FALSE
"48240";"P.I. EITUA, S/N (N-634 km 76,4)";"L-V: 08:00-15:00";43.1685;"BERRIZ-OLAKUETA";-2.585917;"D";"Berriz";NA;NA;NA;NA;NA;1.429;NA;1.495;NA;1.549;NA;NA;NA;NA;"BIZKAIA";"dm";"CEPSA";"P";0;0;157;7483;"48";"16";FALSE
"48249";"CARRETERA 634 PK 77,310 KM  DONOSTIA/SAN SEBASTAIN A SANTANDER Y LA CORUÑA POL IND EITUA Nº71 KM. 77,310";"L-D: 24H";43.166306;"EITUA";-2.595917;"D";"Berriz";NA;NA;NA;NA;NA;1.277;NA;NA;NA;1.417;NA;NA;NA;NA;"BIZKAIA";"dm";"EUSKADILOWCOST";"P";0;0;14015;7483;"48";"16";TRUE
"48015";"AVENIDA ALTO DE ENEKURI, 5";"L-D: 06:00-22:00";43.286667;"BILBAO";-2.958444;"D";"Bilbao";NA;NA;NA;NA;NA;1.449;NA;1.539;NA;1.569;NA;NA;1.719;NA;"BIZKAIA";"OM";"REPSOL";"P";0;0;229;7484;"48";"16";FALSE
"48015";"CARRETERA BI-631 BILBAO-BERMEO KM. 11";"L-D: 24H";43.27225;"BILBAO";-2.903778;"D";"Bilbao";NA;NA;NA;NA;NA;1.439;NA;1.529;NA;1.559;NA;NA;1.701;NA;"BIZKAIA";"OM";"BP BILBAO - STO DOMINGO MD";"P";0;0;170;7484;"48";"16";TRUE
"48015";"CARRERO BI-631 BILBAO BERMEO, 11";"L-D: 06:00-22:00";43.272611;"BILBAO";-2.903028;"I";"Bilbao";NA;NA;NA;NA;NA;1.439;NA;1.529;NA;1.559;NA;NA;1.701;NA;"BIZKAIA";"OM";"BP BILBAO - STO DOMINGO MI";"P";0;0;9771;7484;"48";"16";TRUE
